Customer ID,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category
0253-ZTEOB,Yes,5,4,Stayed,,
2706-QZIHY,Yes,9,4,Stayed,,
6061-PQHMK,No,0,5,Stayed,,
6137-MFAJN,No,0,3,Stayed,,
9122-UMROB,No,0,4,Joined,,
4232-JGKIY,No,0,4,Joined,,
2402-TAIRZ,No,0,5,Stayed,,
9139-TWBAS,Yes,10,4,Stayed,,
6685-GBWJZ,Yes,6,3,Stayed,,
3913-RDSJZ,Yes,9,4,Stayed,,
4203-QGNZA,No,0,5,Stayed,,
5043-TRZWM,No,0,5,Joined,,
9494-BDNNC,Yes,1,4,Stayed,,
1640-PLFMP,No,0,4,Joined,,
5366-OBVMR,Yes,4,3,Stayed,,
7644-OMVMY,Yes,5,3,Stayed,,
4573-JKNAE,No,0,5,Stayed,,
9817-APLHW,No,0,4,Stayed,,
8380-MQINP,Yes,3,5,Stayed,,
0840-DFEZH,No,0,3,Stayed,,
8690-ZVLCL,Yes,10,3,Stayed,,
0384-LPITE,No,0,3,Stayed,,
4616-EWBNJ,No,0,3,Stayed,,
1335-HQMKX,Yes,6,4,Stayed,,
6923-AQONU,Yes,1,3,Stayed,,
4536-PLEQY,Yes,1,3,Stayed,,
7029-IJEJK,No,0,3,Stayed,,
8871-JLMHM,Yes,3,4,Stayed,,
5447-VYTKW,No,0,3,Stayed,,
3623-FQBOX,No,0,5,Stayed,,
3474-BAFSJ,Yes,2,4,Stayed,,
3865-ZFZIB,No,0,5,Stayed,,
1855-AGAWH,Yes,2,4,Stayed,,
7109-CQYUZ,No,0,3,Stayed,,
1370-GGAWX,No,0,5,Stayed,,
5307-UVGNB,Yes,5,4,Stayed,,
3642-BYHDO,Yes,4,4,Stayed,,
9629-NHXFW,Yes,6,5,Joined,,
2696-RZVZW,Yes,4,5,Stayed,,
5766-FTRTS,Yes,8,3,Stayed,,
0396-HUJBP,No,0,3,Joined,,
8879-ZKJOF,No,0,4,Stayed,,
6285-FTQBF,Yes,4,4,Stayed,,
1474-JUWSM,Yes,8,3,Stayed,,
3530-CRZSB,No,0,5,Stayed,,
8498-XXGWA,Yes,7,3,Stayed,,
9617-INGJY,No,0,3,Joined,,
0621-TSSMU,No,0,5,Stayed,,
7234-KMNRQ,No,0,5,Stayed,,
7636-PEPNS,Yes,7,4,Stayed,,
4683-WYDOU,Yes,8,4,Stayed,,
9052-DHNKM,No,0,3,Stayed,,
6794-HKIAJ,No,0,3,Stayed,,
5578-NKCXI,Yes,9,3,Stayed,,
1642-HMARX,Yes,10,3,Stayed,,
3096-WPXBT,Yes,5,3,Stayed,,
8434-PNQZX,No,0,4,Stayed,,
5950-AAAGJ,No,0,3,Stayed,,
4299-OPXEJ,No,0,5,Stayed,,
9618-LFJRU,No,0,5,Stayed,,
6693-DJWTY,No,0,3,Stayed,,
0744-GKNGE,No,0,3,Stayed,,
6447-EGDIV,No,0,4,Stayed,,
4854-SSLTN,Yes,8,4,Joined,,
5294-DMSFH,Yes,1,4,Stayed,,
4837-PZTIC,No,0,3,Stayed,,
0603-OLQDC,No,0,3,Stayed,,
3272-VUHPV,Yes,10,5,Stayed,,
4176-FXYBO,Yes,9,4,Stayed,,
1063-DHQJF,Yes,2,3,Stayed,,
8663-UPDGF,No,0,4,Stayed,,
6719-FGEDO,Yes,1,4,Stayed,,
1837-YQUCE,No,0,3,Stayed,,
0369-ZGOVK,Yes,6,3,Stayed,,
9919-KNPOO,Yes,6,3,Stayed,,
7872-BAAZR,Yes,10,5,Stayed,,
9391-LMANN,No,0,3,Stayed,,
8174-TBVCF,Yes,7,3,Stayed,,
1698-XFZCI,No,0,3,Stayed,,
1877-HKBQX,No,0,4,Stayed,,
4450-DLLMH,No,0,3,Joined,,
0428-AXXLJ,No,0,4,Stayed,,
2746-DIJLO,No,0,5,Stayed,,
3508-VLHCZ,Yes,10,4,Stayed,,
4086-ATNFV,Yes,7,4,Stayed,,
0468-YRPXN,No,0,5,Stayed,,
3739-YBWAB,Yes,7,4,Stayed,,
7047-FWEYA,Yes,3,3,Stayed,,
2000-MPKCA,No,0,3,Stayed,,
9762-YAQAA,No,0,4,Stayed,,
5473-KHBPS,Yes,8,3,Stayed,,
8950-MTZNV,No,0,5,Joined,,
0326-VDYXE,Yes,9,4,Stayed,,
0436-TWFFZ,No,0,4,Stayed,,
8566-YPRGL,No,0,4,Joined,,
6609-MXJHJ,Yes,6,3,Stayed,,
2669-OIDSD,Yes,3,5,Stayed,,
8400-WZICQ,Yes,9,3,Stayed,,
9576-SYUHJ,No,0,3,Stayed,,
0410-IPFTY,Yes,1,3,Stayed,,
2831-EBWRN,No,0,3,Stayed,,
9430-NKQLY,Yes,7,3,Stayed,,
0247-SLUJI,Yes,2,5,Joined,,
6483-OATDN,Yes,7,4,Stayed,,
1293-HHSHJ,No,0,4,Stayed,,
8610-ZIKJJ,Yes,2,3,Joined,,
7801-KICAO,No,0,4,Stayed,,
7673-LPRNY,No,0,3,Stayed,,
6060-QBMGV,Yes,9,5,Stayed,,
7339-POGZN,No,0,4,Stayed,,
2828-SLQPF,No,0,3,Stayed,,
4465-VDKIQ,No,0,5,Stayed,,
2558-BUOZZ,No,0,4,Stayed,,
9257-AZMTZ,Yes,10,4,Stayed,,
0003-MKNFE,No,0,5,Stayed,,
0975-UYDTX,Yes,1,3,Stayed,,
4682-BLBUC,Yes,1,5,Stayed,,
0975-VOOVL,No,0,4,Joined,,
5968-VXZLG,No,0,4,Joined,,
5201-FRKKS,No,0,4,Stayed,,
5443-SCMKX,Yes,1,3,Stayed,,
8295-KMENE,No,0,4,Stayed,,
6738-ISCBM,No,0,3,Stayed,,
9821-BESNZ,No,0,4,Stayed,,
3678-MNGZX,Yes,1,3,Stayed,,
1335-NTIUC,No,0,5,Stayed,,
2916-BQZLN,No,0,4,Stayed,,
4558-CGYCZ,No,0,3,Stayed,,
2368-GAKKQ,No,0,4,Stayed,,
8710-YGLWG,No,0,3,Joined,,
3199-XGZCY,No,0,4,Stayed,,
3785-KTYSH,No,0,5,Stayed,,
4063-EIKNQ,Yes,1,3,Stayed,,
6993-YCOBK,Yes,1,3,Stayed,,
5206-HPJKM,No,0,4,Stayed,,
8393-JMVMB,No,0,3,Joined,,
6036-TTFYU,Yes,1,3,Stayed,,
2550-AEVRU,Yes,1,3,Stayed,,
0969-RGKCU,Yes,1,4,Stayed,,
0378-CJKPV,Yes,1,4,Stayed,,
1703-MGIAB,No,0,5,Stayed,,
4311-QTTAI,No,0,5,Stayed,,
4318-RAJVY,No,0,3,Stayed,,
3612-YUNGG,Yes,1,4,Stayed,,
2254-DLXRI,No,0,4,Joined,,
5062-CJJKH,Yes,1,5,Stayed,,
9028-LIHRP,Yes,1,3,Stayed,,
1053-MXTTK,Yes,1,4,Stayed,,
1530-ZTDOZ,Yes,6,4,Stayed,,
1301-LOPVR,Yes,6,3,Stayed,,
0853-TWRVK,Yes,5,3,Stayed,,
6212-ATMLK,No,0,4,Stayed,,
8200-LGKSR,Yes,6,3,Stayed,,
0670-ANMUU,No,0,3,Stayed,,
6897-RWMUB,Yes,2,4,Stayed,,
6999-CHVCF,No,0,3,Stayed,,
6134-KWTBV,No,0,4,Stayed,,
1077-HUUJM,No,0,5,Stayed,,
0895-LNKRC,Yes,10,4,Stayed,,
8417-GSODA,Yes,1,4,Stayed,,
5171-EPLKN,No,0,4,Stayed,,
4452-QIIEB,No,0,5,Stayed,,
7820-ZYGNY,No,0,3,Stayed,,
9677-AVKED,No,0,5,Stayed,,
2227-JRSJX,No,0,3,Stayed,,
9847-HNVGP,No,0,5,Stayed,,
6696-YDAYZ,Yes,3,3,Stayed,,
8980-WQFWL,No,0,4,Stayed,,
6506-EYCNH,Yes,9,4,Stayed,,
4634-JLRJT,No,0,4,Joined,,
9501-UKKNL,No,0,3,Stayed,,
2560-QTSBS,Yes,6,5,Stayed,,
4795-WRNVT,No,0,3,Stayed,,
6080-TCMYC,Yes,4,3,Stayed,,
7860-UXCRM,Yes,9,4,Stayed,,
6357-JJPQT,No,0,5,Joined,,
2292-XQWSV,Yes,3,4,Stayed,,
9552-TGUZV,Yes,8,3,Stayed,,
9643-YBLUR,Yes,4,4,Stayed,,
8734-FNWVH,Yes,6,5,Stayed,,
9447-YPTBX,Yes,1,5,Stayed,,
9026-LHEVG,No,0,4,Stayed,,
7011-CVEUC,Yes,7,5,Stayed,,
7925-PNRGI,Yes,9,3,Stayed,,
1552-CZCLL,Yes,4,4,Stayed,,
3038-PQIUY,No,0,4,Stayed,,
9313-CDOGY,Yes,3,3,Stayed,,
8148-BPLZQ,No,0,4,Stayed,,
2623-DRYAM,No,0,3,Stayed,,
9987-LUTYD,No,0,4,Stayed,,
4488-KQFDT,No,0,4,Stayed,,
5693-PIPCS,No,0,5,Stayed,,
0491-KAPQG,No,0,5,Stayed,,
8039-EQPIM,Yes,7,3,Stayed,,
3209-ZPKFI,Yes,1,5,Stayed,,
6479-VDGRK,No,0,3,Stayed,,
3569-JFODW,Yes,2,3,Stayed,,
1591-XWLGB,Yes,10,4,Stayed,,
0396-UKGAI,No,0,4,Stayed,,
3243-ZHOHY,No,0,3,Stayed,,
5186-EJEGL,No,0,3,Stayed,,
7527-QNRUS,Yes,8,3,Stayed,,
2203-GHNWN,Yes,2,4,Stayed,,
5296-PSYVW,Yes,8,4,Stayed,,
6319-QSUSR,No,0,4,Stayed,,
0487-CRLZF,No,0,5,Stayed,,
9451-WLYRI,Yes,5,5,Stayed,,
8219-VYBVI,No,0,4,Stayed,,
1991-VOPLL,No,0,4,Stayed,,
9738-QLWTP,No,0,4,Stayed,,
9419-IPPBE,Yes,4,3,Stayed,,
0174-QRVVY,Yes,2,5,Stayed,,
8106-GWQOK,Yes,5,3,Stayed,,
8751-EDEKA,Yes,7,4,Stayed,,
6878-GGDWG,Yes,1,4,Stayed,,
8450-LUGUK,Yes,5,4,Stayed,,
3604-WLABM,No,0,4,Stayed,,
0795-GMVQO,Yes,1,4,Stayed,,
2259-OUUSZ,No,0,3,Stayed,,
1142-IHLOO,No,0,4,Stayed,,
4633-MKHYU,No,0,5,Stayed,,
6257-RJOHI,No,0,5,Stayed,,
1545-JFUML,Yes,5,3,Stayed,,
1353-GHZOS,Yes,10,3,Stayed,,
2587-EKXTS,No,0,4,Stayed,,
5442-BXVND,Yes,2,5,Stayed,,
9753-OYLBX,No,0,5,Joined,,
2364-UFROM,No,0,3,Stayed,,
6656-JWRQX,No,0,4,Joined,,
6473-ULUHT,Yes,5,3,Stayed,,
7688-AWMDX,Yes,5,3,Stayed,,
2842-BCQGE,No,0,5,Stayed,,
7244-QWYHG,Yes,3,4,Stayed,,
5312-UXESG,No,0,4,Stayed,,
2150-WLKUW,Yes,4,3,Stayed,,
7159-FVYPK,Yes,3,3,Joined,,
7032-LMBHI,No,0,3,Stayed,,
6088-BXMRG,Yes,2,4,Stayed,,
4821-SJHJV,Yes,6,4,Stayed,,
7346-MEDWM,No,0,3,Stayed,,
1137-DGOWI,Yes,7,4,Stayed,,
3812-LRZIR,Yes,1,3,Stayed,,
9483-GCPWE,No,0,4,Stayed,,
4227-OJHAL,Yes,8,4,Stayed,,
9220-CXRSC,Yes,10,3,Stayed,,
4993-JCRGJ,No,0,5,Stayed,,
9537-JALFH,Yes,10,3,Stayed,,
6698-OXETB,No,0,4,Stayed,,
2103-ZRXFN,No,0,4,Joined,,
3724-BSCVH,No,0,4,Stayed,,
4877-TSOFF,Yes,7,3,Stayed,,
9209-NWPGU,No,0,3,Stayed,,
7306-YDSOI,Yes,4,3,Stayed,,
0655-YDGFJ,No,0,3,Stayed,,
8468-EHYJA,No,0,4,Stayed,,
6823-SIDFQ,No,0,4,Stayed,,
1097-FSPVW,No,0,3,Stayed,,
8328-SKJNO,No,0,3,Stayed,,
7010-ZMVBF,Yes,8,4,Stayed,,
5201-CBWYG,Yes,1,5,Stayed,,
6352-GIGGQ,No,0,3,Stayed,,
3635-QQRQD,No,0,4,Stayed,,
2897-DOVND,No,0,3,Joined,,
3082-YVEKW,Yes,10,3,Stayed,,
0191-EQUUH,No,0,4,Stayed,,
3489-HHPFY,Yes,9,5,Joined,,
2926-JEJJC,No,0,4,Stayed,,
4950-BDEUX,No,0,4,Stayed,,
5789-LDFXO,No,0,3,Stayed,,
0508-OOLTO,Yes,5,3,Joined,,
2984-TBYKU,Yes,6,4,Stayed,,
9822-WMWVG,No,0,4,Stayed,,
9040-KZVWO,No,0,4,Stayed,,
1548-ARAGG,Yes,9,3,Stayed,,
6339-RZCBJ,No,0,4,Stayed,,
2522-AHJXR,Yes,6,4,Stayed,,
0412-UCCNP,No,0,3,Stayed,,
1816-FLZDK,No,0,5,Joined,,
7096-UCLNH,No,0,4,Joined,,
4615-PIVVU,No,0,5,Stayed,,
8885-QSQBX,No,0,4,Joined,,
8617-ENBDS,No,0,5,Joined,,
9385-NXKDA,Yes,7,3,Stayed,,
0430-IHCDJ,No,0,3,Stayed,,
6674-KVJHG,No,0,4,Stayed,,
1814-DKOLC,No,0,3,Stayed,,
9351-HXDMR,Yes,6,3,Stayed,,
3537-HPKQT,Yes,3,3,Stayed,,
2129-ALKBS,Yes,5,3,Stayed,,
5821-MMEIL,Yes,6,5,Stayed,,
6968-URWQU,Yes,9,4,Stayed,,
4742-TXUEX,Yes,1,4,Stayed,,
9631-XEYKE,No,0,5,Joined,,
1335-MXCSE,Yes,5,3,Stayed,,
8873-TMKGR,No,0,4,Stayed,,
8800-JOOCF,No,0,4,Stayed,,
1469-LBJQJ,Yes,6,4,Stayed,,
0064-YIJGF,Yes,7,3,Stayed,,
2386-OWURY,No,0,4,Stayed,,
0310-VQXAM,No,0,3,Stayed,,
3453-RTHJQ,No,0,4,Stayed,,
6278-FEPBZ,No,0,4,Stayed,,
4280-DLSHD,Yes,10,3,Stayed,,
1508-DFXCU,No,0,3,Stayed,,
7868-BGSZA,Yes,7,3,Stayed,,
2800-QQUSO,No,0,5,Stayed,,
7973-DZRKH,No,0,3,Stayed,,
7698-YFGEZ,No,0,4,Joined,,
9773-PEQBZ,No,0,5,Stayed,,
7785-RDVIG,Yes,5,4,Joined,,
9602-WCXPI,No,0,5,Stayed,,
2903-YYTBW,Yes,1,4,Joined,,
3620-MWJNE,No,0,3,Joined,,
8573-JGCZW,No,0,5,Stayed,,
6837-HAEVO,Yes,9,4,Stayed,,
6701-YVNQG,Yes,4,3,Stayed,,
9504-YAZWB,No,0,4,Stayed,,
8819-ZBYNA,Yes,6,3,Stayed,,
6174-NRBTZ,No,0,3,Stayed,,
6137-NICCO,Yes,7,3,Stayed,,
9065-ZCPQX,Yes,2,3,Stayed,,
6402-EJMWF,No,0,4,Stayed,,
3620-EHIMZ,Yes,3,5,Stayed,,
3213-VVOLG,Yes,3,4,Stayed,,
6870-ECSHE,No,0,4,Joined,,
8747-UDCOI,Yes,7,3,Stayed,,
4626-OZDTJ,Yes,10,5,Stayed,,
9169-BSVIN,No,0,5,Stayed,,
8194-PEEBY,Yes,1,4,Stayed,,
6872-HXFNF,Yes,1,3,Stayed,,
7714-YXSMB,No,0,3,Stayed,,
8387-UGUSU,Yes,3,4,Stayed,,
1194-HVAIF,Yes,1,4,Stayed,,
1767-TGTKO,No,0,4,Stayed,,
8439-LTUGF,No,0,4,Stayed,,
8805-JNRAZ,No,0,5,Joined,,
6418-HNFED,Yes,1,3,Stayed,,
0206-OYVOC,Yes,1,5,Stayed,,
7291-CDTMJ,No,0,3,Joined,,
7128-GGCNO,No,0,4,Stayed,,
0237-YFUTL,Yes,4,3,Stayed,,
7691-KGKGP,Yes,9,3,Stayed,,
6710-HSJRD,Yes,8,4,Stayed,,
3675-EQOZA,No,0,4,Stayed,,
0840-DCNZE,No,0,4,Stayed,,
1732-FEKLD,No,0,4,Stayed,,
9862-KJTYK,No,0,4,Stayed,,
0479-HMSWA,No,0,5,Stayed,,
5854-KSRBJ,Yes,10,4,Stayed,,
0365-BZUWY,Yes,2,5,Stayed,,
5701-SVCWR,No,0,4,Joined,,
3129-AAQOU,Yes,4,3,Stayed,,
4922-CVPDX,Yes,6,5,Stayed,,
1357-BIJKI,Yes,10,4,Stayed,,
1099-BTKWT,Yes,8,4,Stayed,,
2018-PZKMU,Yes,10,4,Stayed,,
7340-KEFQE,Yes,7,4,Stayed,,
4570-QHXHL,No,0,3,Stayed,,
7392-YYPYJ,No,0,5,Stayed,,
2223-GDSHL,Yes,5,3,Stayed,,
9470-RTWDV,Yes,2,4,Stayed,,
2176-OSJUV,Yes,2,3,Stayed,,
9348-YVOMK,No,0,4,Stayed,,
8104-OSKWT,No,0,3,Stayed,,
4521-YEEHE,Yes,8,5,Stayed,,
4090-KPJIP,No,0,5,Joined,,
2592-HODOV,No,0,4,Stayed,,
7995-ZHHNZ,Yes,1,4,Stayed,,
3824-RHKVR,No,0,4,Stayed,,
5989-AXPUC,Yes,1,4,Stayed,,
4979-HPRFL,Yes,1,4,Stayed,,
8590-OHDIW,Yes,1,5,Stayed,,
8015-IHCGW,Yes,1,4,Stayed,,
2332-TODQS,No,0,4,Stayed,,
8008-OTEZX,Yes,1,3,Stayed,,
2773-OVBPK,Yes,1,3,Stayed,,
5999-LCXAO,No,0,4,Joined,,
5206-XZZQI,No,0,4,Stayed,,
4803-LBYPN,Yes,1,3,Stayed,,
2139-FQHLM,No,0,5,Stayed,,
1093-YSWCA,No,0,3,Stayed,,
3882-IYOIJ,Yes,1,5,Stayed,,
8749-TZYEC,Yes,1,3,Stayed,,
1755-FZQEC,No,0,4,Stayed,,
3115-JPJDD,Yes,1,3,Stayed,,
5600-KTXFM,Yes,6,3,Joined,,
6339-TBELP,No,0,5,Stayed,,
7964-YESJC,Yes,6,3,Stayed,,
9938-ZREHM,Yes,4,3,Stayed,,
7950-XWOVN,No,0,5,Stayed,,
4647-MUZON,Yes,9,3,Stayed,,
9702-AIUJO,Yes,10,5,Stayed,,
8849-PRIQJ,Yes,7,3,Stayed,,
8851-RAGOV,Yes,10,4,Stayed,,
5396-IZEPB,No,0,4,Stayed,,
1729-VLAZJ,No,0,3,Stayed,,
8285-ABVLB,No,0,4,Stayed,,
0701-TJSEF,No,0,3,Stayed,,
5712-VBOXD,No,0,3,Stayed,,
6629-LADHQ,No,0,3,Joined,,
1559-DTODC,No,0,4,Stayed,,
4797-MIWUM,No,0,5,Stayed,,
4537-CIBHB,Yes,10,5,Stayed,,
4324-AHJKS,No,0,4,Stayed,,
4355-CVPVS,Yes,4,5,Stayed,,
4495-LHSSK,No,0,3,Stayed,,
5915-ANOEI,Yes,1,4,Stayed,,
9861-PDSZP,No,0,3,Stayed,,
6704-UTUKK,Yes,3,4,Stayed,,
2019-HDCZY,Yes,4,5,Stayed,,
8788-DOXSU,No,0,3,Stayed,,
7404-JLKQG,No,0,3,Joined,,
7421-ZLUPA,No,0,3,Stayed,,
3274-NSDWE,No,0,4,Stayed,,
2632-IVXVF,Yes,3,4,Stayed,,
8915-NNTRC,Yes,4,4,Stayed,,
5914-GXMDA,Yes,1,5,Stayed,,
7463-IFMQU,Yes,1,3,Stayed,,
2920-RNCEZ,Yes,10,3,Joined,,
2541-YGPKE,Yes,10,4,Stayed,,
5382-TEMLV,No,0,3,Stayed,,
3441-CGZJH,Yes,8,3,Stayed,,
9592-ERDKV,Yes,6,3,Stayed,,
4778-IZARL,Yes,8,3,Stayed,,
0432-CAJZV,No,0,4,Joined,,
7008-LZVOZ,Yes,5,5,Stayed,,
9365-CSLBQ,No,0,4,Stayed,,
5884-FBCTL,Yes,4,4,Stayed,,
6242-FEGFD,Yes,5,3,Stayed,,
6194-HBGQN,No,0,4,Stayed,,
7634-WSWDB,No,0,3,Stayed,,
6986-IXNDM,No,0,3,Stayed,,
2987-BJXIK,No,0,4,Stayed,,
9769-TSBZE,No,0,3,Stayed,,
1395-WSWXR,No,0,3,Stayed,,
6023-GSSXW,Yes,1,5,Stayed,,
6752-APNJL,Yes,7,4,Stayed,,
7446-KQISO,Yes,2,3,Stayed,,
9823-EALYC,Yes,6,3,Stayed,,
0582-AVCLN,No,0,5,Stayed,,
5803-NQJZO,Yes,1,3,Stayed,,
2607-DHDAK,Yes,10,4,Stayed,,
1073-XXCZD,Yes,1,4,Stayed,,
0743-HRVFF,Yes,4,5,Stayed,,
4006-HKYHO,No,0,3,Stayed,,
3727-JEZTU,No,0,5,Joined,,
8143-ETQTI,Yes,9,4,Stayed,,
9667-TKTVZ,No,0,5,Joined,,
8570-KLJYJ,No,0,3,Stayed,,
7754-IXRMC,No,0,4,Joined,,
9473-CBZOP,No,0,4,Stayed,,
2969-WGHQO,Yes,1,3,Stayed,,
5863-OOKCL,No,0,3,Stayed,,
1686-STUHN,No,0,3,Stayed,,
1329-VHWNP,No,0,4,Stayed,,
0266-GMEAO,Yes,1,3,Stayed,,
5574-NXZIU,No,0,4,Stayed,,
0019-GFNTW,No,0,3,Stayed,,
4256-ZWTZI,No,0,4,Stayed,,
8309-PPCED,Yes,1,4,Stayed,,
5196-WPYOW,Yes,1,4,Stayed,,
4608-LCIMN,Yes,1,3,Stayed,,
1485-YDHMM,Yes,1,3,Stayed,,
4054-CUMIA,Yes,10,4,Stayed,,
0603-TPMIB,No,0,4,Stayed,,
2525-GVKQU,No,0,3,Stayed,,
8161-QYMTT,No,0,5,Stayed,,
9581-GVBXT,No,0,4,Stayed,,
5862-BRIXZ,No,0,4,Stayed,,
5404-GGUKR,No,0,5,Stayed,,
2126-GSEGL,Yes,7,4,Stayed,,
0440-QEXBZ,No,0,3,Stayed,,
2434-EEVDB,Yes,7,4,Stayed,,
6762-QVYJO,Yes,8,3,Stayed,,
8152-VETUR,Yes,7,5,Stayed,,
4676-WLUHT,No,0,3,Stayed,,
7980-MHFLQ,Yes,5,3,Stayed,,
0757-WCUUZ,Yes,1,3,Stayed,,
1629-DQQVB,No,0,3,Stayed,,
0374-AACSZ,No,0,3,Joined,,
4872-VXRIL,No,0,3,Stayed,,
9140-CZQZZ,Yes,7,4,Stayed,,
3423-HHXAO,Yes,2,3,Stayed,,
9938-TKDGL,Yes,9,3,Stayed,,
6537-QLGEX,No,0,3,Stayed,,
3160-TYXLT,No,0,3,Stayed,,
1325-USMEC,Yes,10,3,Stayed,,
5606-AMZBO,Yes,4,3,Stayed,,
6199-IPCAO,Yes,8,3,Stayed,,
5640-CAXOA,No,0,4,Stayed,,
2235-EZAIK,Yes,9,4,Stayed,,
3847-BAERP,No,0,5,Stayed,,
1453-RZFON,No,0,3,Joined,,
8263-OKETD,No,0,5,Stayed,,
0670-KDOMA,No,0,4,Joined,,
2476-YGEFM,No,0,3,Stayed,,
8687-BAFGU,No,0,4,Joined,,
0641-EVBOJ,No,0,4,Joined,,
0829-XXPLX,No,0,4,Stayed,,
9974-JFBHQ,No,0,5,Stayed,,
6624-JDRDS,No,0,3,Stayed,,
0608-JDVEC,Yes,5,4,Stayed,,
9780-FKVVF,No,0,3,Stayed,,
1919-RTPQD,Yes,7,5,Stayed,,
5214-NLTIT,Yes,1,3,Stayed,,
3345-PBBFH,Yes,6,5,Stayed,,
5055-BRMNE,Yes,3,3,Stayed,,
2190-PHBHR,Yes,5,4,Stayed,,
2650-GYRYL,Yes,6,5,Stayed,,
5208-FVQKB,Yes,7,3,Stayed,,
7184-LRUUR,No,0,5,Stayed,,
6627-CFOSN,No,0,3,Stayed,,
3982-JGSFD,No,0,5,Stayed,,
1574-DYCWE,Yes,10,4,Stayed,,
7247-XOZPB,Yes,1,4,Stayed,,
2466-FCCPT,Yes,7,5,Stayed,,
6211-WWLTF,Yes,3,3,Stayed,,
4826-TZEVA,No,0,3,Stayed,,
6016-NXBNJ,No,0,3,Stayed,,
9138-EFSMO,Yes,3,3,Stayed,,
4632-XJMEX,No,0,4,Stayed,,
2716-GFZOR,Yes,10,3,Stayed,,
3724-UCSHY,Yes,5,3,Stayed,,
8626-XHBIE,No,0,3,Stayed,,
3192-LNKRK,Yes,10,3,Stayed,,
4439-YRNVD,No,0,3,Stayed,,
2208-UGTGR,No,0,3,Stayed,,
3005-TYFRD,Yes,4,5,Stayed,,
8670-MEFCP,Yes,7,3,Stayed,,
3079-BCHLN,No,0,5,Stayed,,
7777-UNYHB,Yes,3,3,Stayed,,
2969-VAPYH,No,0,3,Stayed,,
7181-OQCUT,No,0,3,Stayed,,
8474-UMLNT,No,0,3,Stayed,,
9142-XMYJH,No,0,5,Stayed,,
2649-HWLYB,Yes,2,4,Stayed,,
5214-CHIWJ,No,0,5,Stayed,,
2465-BLLEU,No,0,5,Joined,,
1685-VAYJF,No,0,5,Stayed,,
8874-EJNSR,Yes,8,5,Stayed,,
5049-MUBWG,No,0,3,Stayed,,
0769-MURVM,Yes,5,3,Stayed,,
9253-VIFJQ,Yes,6,3,Stayed,,
7030-FZTFM,Yes,5,4,Stayed,,
9741-YLNTD,No,0,3,Stayed,,
5120-ZBLAI,Yes,5,5,Stayed,,
1194-BHJYC,Yes,1,3,Stayed,,
0906-QVPMS,Yes,4,4,Stayed,,
1905-OEILC,No,0,5,Joined,,
7858-GTZSP,No,0,5,Stayed,,
6248-BSHKG,Yes,7,3,Stayed,,
4685-TFLLS,Yes,1,5,Stayed,,
3470-BTGQO,No,0,4,Stayed,,
1209-VFFOC,Yes,10,3,Stayed,,
4553-DVPZG,Yes,10,5,Stayed,,
6917-IAYHD,No,0,5,Joined,,
8620-RJPZN,No,0,5,Joined,,
7572-KPVKK,No,0,4,Stayed,,
2642-MAWLJ,Yes,8,5,Stayed,,
7103-ZGVNT,Yes,10,4,Stayed,,
2027-WKXMW,Yes,10,5,Stayed,,
7137-NAXML,No,0,4,Stayed,,
2428-ZMCTB,No,0,3,Stayed,,
2961-VNFKL,Yes,2,5,Stayed,,
6963-KQYQB,Yes,4,5,Stayed,,
5934-RMPOV,No,0,3,Stayed,,
1207-BLKSA,Yes,1,3,Stayed,,
8316-BBQAY,No,0,3,Stayed,,
1166-PQLGG,Yes,6,3,Stayed,,
3146-JTQHR,Yes,3,5,Stayed,,
4291-YZODP,No,0,5,Stayed,,
6427-FEFIG,Yes,8,4,Stayed,,
0017-IUDMW,Yes,2,3,Stayed,,
8706-HRADD,No,0,4,Stayed,,
9955-QOPOY,Yes,7,4,Stayed,,
4385-ZKVNW,Yes,4,4,Stayed,,
9031-ZVQPT,Yes,10,4,Stayed,,
2990-IAJSV,No,0,3,Stayed,,
9027-YFHQJ,No,0,5,Stayed,,
5176-LDKUH,No,0,4,Stayed,,
4644-OBGFZ,Yes,5,4,Stayed,,
7926-IJOOU,No,0,5,Joined,,
6480-YAGIY,No,0,3,Stayed,,
4029-HPFVY,No,0,4,Joined,,
7602-DBTOU,Yes,2,4,Stayed,,
5345-BMKWB,Yes,9,4,Stayed,,
5457-COLHT,Yes,5,3,Stayed,,
7998-WNZEM,No,0,4,Stayed,,
4664-NJCMS,Yes,7,3,Stayed,,
0307-BCOPK,No,0,5,Stayed,,
2542-HYGIQ,No,0,5,Joined,,
5016-LIPDW,Yes,1,5,Stayed,,
6481-LXPWL,Yes,1,3,Stayed,,
6124-ACRHJ,No,0,5,Joined,,
9362-MWODR,No,0,3,Stayed,,
9975-GPKZU,No,0,4,Stayed,,
9625-RZFUK,No,0,5,Stayed,,
5153-LXKDT,Yes,1,3,Stayed,,
5161-UBZXI,Yes,1,4,Stayed,,
1020-JPQOW,Yes,1,4,Stayed,,
7919-ZODZZ,Yes,1,4,Stayed,,
0565-JUPYD,No,0,4,Stayed,,
6867-ACCZI,Yes,1,3,Stayed,,
5939-XAIXZ,No,0,3,Stayed,,
9054-FOWNV,Yes,1,4,Stayed,,
8207-VVMYB,Yes,1,4,Stayed,,
9732-EQMWY,Yes,1,4,Stayed,,
