Customer ID,Churn Label,Churn Score,CLTV
9894-EZEWG,Yes,69,5996
7851-FLGGQ,Yes,66,3704
0637-UBJRP,Yes,77,4745
0940-OUQEC,Yes,77,3492
0702-PGIBZ,Yes,91,2777
1963-VAUKV,Yes,92,3663
3058-HJCUY,Yes,84,2098
3259-FDWOY,Yes,81,4072
0807-ZABDG,Yes,90,4412
5748-RNCJT,Yes,81,4859
7739-LAXOG,Yes,80,3590
6034-ZRYCV,Yes,66,4481
2079-FBMZK,Yes,77,5816
6608-QQLVK,Yes,83,2077
6302-JGYRJ,Yes,67,2872
3685-YLCMQ,Yes,66,5411
8761-NSOBC,Yes,81,3486
8413-VONUO,Yes,82,5332
9223-UCPVT,Yes,77,5764
4351-QLCSU,Yes,91,3809
5419-JPRRN,Yes,77,4390
2100-BDNSN,Yes,69,3889
0488-GSLFR,Yes,91,3365
9318-NKNFC,Yes,90,4132
9728-FTTVZ,Yes,82,4073
7254-IQWOZ,Yes,67,5258
0742-NXBGR,Yes,71,4278
6110-OHIHY,Yes,89,4183
5889-LFOLL,Yes,77,2659
5708-EVONK,Yes,73,5989
8708-XPXHZ,Yes,95,5458
7016-BPGEU,Yes,81,2796
6876-ADESB,Yes,65,3913
1963-SVUCV,Yes,78,5774
0220-EBGCE,Yes,67,3273
2754-VDLTR,Yes,69,4922
3190-XFANI,Yes,82,5585
7551-DACSP,Yes,91,3878
0520-FDVVT,Yes,80,2473
1444-VVSGW,Yes,91,5563
5712-PTIWW,Yes,91,3280
3315-TOTBP,Yes,74,4938
1518-VOWAV,Yes,90,5900
5909-ECHUI,Yes,71,3065
1309-BXVOQ,Yes,69,3584
2856-HYAPG,Yes,91,3052
4488-PSYCG,Yes,83,4327
6906-ANDWJ,Yes,90,2510
1031-IIDEO,Yes,72,2874
5832-XKAES,Yes,74,2320
4701-AHWMW,Yes,69,6041
9210-IAHGH,Yes,84,2248
0023-XUOPT,Yes,75,2973
4592-IWTJI,Yes,84,2613
6518-LGAOV,Yes,92,2341
7242-QZLXF,Yes,91,5421
4576-CSAJH,Yes,90,5866
1000-AJSLD,Yes,90,4389
1062-LHZOD,Yes,90,2100
9600-NAXZN,Yes,90,3370
6457-USBER,Yes,90,4424
4662-EKDPQ,Yes,90,5344
9259-PACGQ,Yes,91,3918
4415-IJZTP,Yes,69,2016
1465-VINDH,Yes,78,3596
2810-FTLEM,Yes,69,4254
1925-TIBLE,Yes,74,3887
1447-GIQMR,Yes,87,4179
0872-NXJYS,Yes,81,3246
9412-ARGBX,Yes,90,2459
2737-WFVYW,Yes,74,4566
9850-OWRHQ,Yes,69,5657
8676-TRMJS,Yes,88,3190
8182-PNAGI,Yes,67,3624
2180-DXNEG,Yes,89,5239
5515-AKOAJ,Yes,75,5763
8976-OQHGT,Yes,91,5758
5294-CDGWY,Yes,95,5633
5295-PCJOO,Yes,84,4455
9863-JZAIC,Yes,91,2220
7660-HDPJV,Yes,81,2637
7931-PXHFC,Yes,83,3818
4919-MOAVT,Yes,84,2421
3090-HAWSU,Yes,87,4495
9820-RMCQV,Yes,92,4444
7839-QRKXN,Yes,69,4197
5204-QZXPU,Yes,78,2933
4597-ELFTS,Yes,92,5327
8450-JOVAH,Yes,77,5560
1113-IUJYX,Yes,84,5887
7758-XKCBS,Yes,82,5518
8992-JQYUN,Yes,65,4526
0617-AQNWT,Yes,66,6347
2446-PLQVO,Yes,78,4512
8784-CGILN,Yes,91,3068
9451-LPGOO,Yes,66,3780
2025-JKFWI,Yes,81,3493
4078-SAYYN,Yes,65,2229
9940-HPQPG,Yes,91,4176
6618-RYATB,Yes,93,5571
9079-YEXQJ,Yes,93,5527
2685-SREOM,Yes,96,4793
0402-CQAJN,Yes,83,4437
6692-UDPJC,Yes,65,4304
0295-PPHDO,Yes,71,5962
1195-OIYEJ,Yes,78,5347
5906-CVLHP,Yes,92,2761
4501-EQDRN,Yes,91,4620
2990-HWIML,Yes,82,2898
7384-GHBPI,Yes,83,2987
7603-USHJS,Yes,78,2010
5876-HZVZM,Yes,87,4914
3085-QUOZK,Yes,76,3238
3926-CUQZX,Yes,77,4884
1041-RXHRA,Yes,69,3407
1750-CSKKM,Yes,70,2688
8267-ZNYVZ,Yes,81,3824
6457-GIRWB,Yes,88,2843
1450-SKCVI,Yes,72,5276
5570-PTWEH,Yes,78,2270
6502-MJQAE,Yes,87,2072
7693-LCKZL,Yes,84,5124
0032-PGELS,Yes,74,5171
6797-LNAQX,Yes,91,4794
6394-MFYNG,Yes,89,4956
8155-IBNHG,Yes,74,2325
4745-LSPLO,Yes,84,3731
8083-YTZES,Yes,73,3622
3976-BWUCK,Yes,94,5255
3585-ISXZP,Yes,95,5335
4174-LPGTI,Yes,65,2517
2108-XWMPY,Yes,70,2095
6304-IJFSQ,Yes,73,5585
0093-XWZFY,Yes,93,2832
7703-ZEKEF,Yes,78,5701
5482-NUPNA,Yes,90,5730
1122-JWTJW,Yes,82,3463
1699-HPSBG,Yes,69,4581
8775-CEBBJ,Yes,87,2029
0639-TSIQW,Yes,70,5620
7590-VHVEG,No,27,3964
5575-GNVDE,No,61,3441
7795-CFOCW,No,66,4307
1452-KIOVK,No,43,4459
6713-OKOMC,No,51,2013
6388-TABGU,No,58,4529
9763-GRSKD,No,76,5764
7469-LKBCI,No,39,4726
8091-TTVAX,No,71,6432
5129-JLPIS,No,75,5822
3655-SNQYZ,No,43,5141
8191-XWSZG,No,35,5186
9959-WOFKT,No,73,4479
4183-MYFRB,No,57,5982
1680-VDCWW,No,77,5279
3638-WEABW,No,53,6407
6322-HRPFA,No,79,4986
6865-JZNKO,No,65,2725
5248-YGIJN,No,21,5974
6827-IEAUQ,No,66,3213
7310-EGVHZ,No,77,5526
6234-RAAPL,No,79,5915
6572-ADKRS,No,41,3395
8865-TNMNX,No,22,2392
9489-DEDVP,No,25,4715
9867-JCZSP,No,64,3646
4671-VJLCL,No,70,4595
4080-IIARD,No,41,2569
3714-NTNFO,No,71,6434
5948-UJZLF,No,57,3805
7639-LIAYI,No,49,4142
2954-PIBKO,No,62,5128
8769-KKTPH,No,79,4572
3957-SQXML,No,62,5408
5954-BDFSG,No,53,4708
0434-CSFON,No,70,4488
1215-FIGMP,No,35,6292
0526-SXDJP,No,29,6091
0557-ASKVU,No,33,4948
5122-CYFXA,No,35,5387
8627-ZYGSZ,No,61,3817
3410-YOQBQ,No,78,4984
3170-NMYVV,No,20,5849
7410-OIEDU,No,38,5983
2273-QCKXA,No,30,3178
0731-EBJQB,No,26,5482
8028-PNXHQ,No,33,4444
5630-AHZIL,No,54,5613
6416-JNVRK,No,56,2867
5590-ZSKRV,No,43,5614
3887-PBQAO,No,78,5741
8108-UXRQN,No,28,3443
9919-YLNNG,No,37,4005
0318-ZOPWS,No,37,5422
4445-ZJNMU,No,69,3540
4808-YNLEU,No,39,5255
1862-QRWPE,No,25,4124
2796-NNUFI,No,80,5480
3016-KSVCP,No,62,3664
4767-HZZHQ,No,9,5036
7233-PAHHL,No,24,5825
6067-NGCEU,No,38,5261
9848-JQJTX,No,54,5781
9803-FTJCG,No,26,4117
3212-KXOCR,No,66,4158
6380-ARCEH,No,77,2710
3679-XASPY,No,26,5612
7123-WQUHX,No,63,4741
6180-YBIQI,No,61,4015
6728-DKUCO,No,21,4594
9750-BOOHV,No,60,3585
8597-CWYHH,No,53,5845
2848-YXSMW,No,23,5234
4549-ZDQYY,No,28,6078
5712-AHQNN,No,65,3826
5256-SKJGO,No,35,4850
3071-VBYPO,No,22,4648
9560-BBZXK,No,54,4871
8402-OOOHJ,No,59,5918
9445-ZUEQE,No,28,3796
1091-SOZGA,No,43,4606
2928-HLDBA,No,47,5346
6497-TILVL,No,59,3097
7219-TLZHO,No,76,3172
4622-YNKIJ,No,32,5087
6734-PSBAW,No,59,5901
3930-ZGWVE,No,68,2484
2876-GZYZC,No,58,5886
8587-XYZSF,No,63,6064
7799-LGRDP,No,79,2017
7850-VWJUU,No,29,2221
3774-VBNXY,No,51,4557
6217-KDYWC,No,40,4393
1095-WGNGG,No,60,6311
2636-SJDOU,No,53,5044
5716-EZXZN,No,59,5878
6837-BJYDQ,No,33,2543
6440-DKQGE,No,30,4320
3466-BYAVD,No,35,3128
3780-YVMFA,No,58,3123
1679-JRFBR,No,41,5192
9073-ZZIAY,No,62,5769
3077-RSNTJ,No,43,4293
6551-GNYDG,No,46,2563
9167-APMXZ,No,32,3549
2749-CTKAJ,No,72,2173
6371-NZYEG,No,77,5511
7554-NEWDD,No,8,3611
8992-VONJD,No,22,5156
4482-EWFMI,No,43,3056
4648-YPBTM,No,55,5644
2907-ILJBN,No,29,4047
6345-FZOQH,No,54,5570
5997-OPVFA,No,54,6212
1159-WFSGR,No,62,3990
7654-YWJUF,No,51,4382
6727-IOTLZ,No,52,2564
5918-VUKWP,No,77,5358
1744-JHKYS,No,72,3421
5947-SGKCL,No,66,2721
3712-PKXZA,No,42,5110
6582-OIVSP,No,48,3575
5524-KHNJP,No,26,5344
4827-USJHP,No,24,2764
8167-GJLRN,No,55,3108
0956-SYCWG,No,49,2024
8017-UVSZU,No,72,3359
7100-FQPRV,No,23,4106
2984-RGEYA,No,72,5325
9680-NIAUV,No,74,5945
2146-EGVDT,No,28,4149
2604-IJPDU,No,36,4382
9178-JHUVJ,No,26,4634
6168-YBYNP,No,62,6047
7255-SSFBC,No,55,4099
3645-DEYGF,No,25,3358
9323-HGFWY,No,69,3795
8544-GOQSH,No,53,4400
3363-DTIVD,No,63,5010
7018-WBJNK,No,26,5566
9142-KZXOP,No,51,2053
7674-YTAFD,No,52,3118
6348-SNFUS,No,32,4556
1347-KTTTA,No,58,6398
4195-NZGTA,No,73,5858
7157-SMCFK,No,76,5411
4709-LKHYG,No,34,3800
0699-NDKJM,No,38,4115
9286-BHDQG,No,22,5041
0230-WEQUW,No,77,5500
2040-LDIWQ,No,33,5256
6496-JDSSB,No,22,2165
4443-EMBNA,No,51,4642
6469-MRVET,No,21,4160
5961-VUSRV,No,57,4451
6778-JFCMK,No,32,4806
6341-JVQGF,No,54,5643
4811-JBUVU,No,33,3233
0945-TSONX,No,30,5698
2651-ZCBXV,No,73,6370
3316-UWXUY,No,70,6367
7083-MIOPC,No,49,5733
1984-GPTEH,No,46,5491
0621-JFHOL,No,62,3180
9903-LYSAB,No,73,4283
9227-UAQFT,No,53,4272
7301-ABVAD,No,37,4530
6614-FHDBO,No,26,4551
7576-ASEJU,No,56,5246
0303-UNCIP,No,57,5043
0959-WHOKV,No,46,2887
4075-JFPGR,No,68,5561
3282-ZISZV,No,71,3945
3675-YDUPJ,No,58,3768
4111-BNXIF,No,56,4478
7017-VFHAY,No,38,6090
6655-LHBYW,No,33,5068
7605-BDWDC,No,67,2539
1950-KSVVJ,No,61,4885
0123-CRBRT,No,40,5152
6292-TOSSS,No,68,4297
7014-ZZXAW,No,59,5409
7633-MVPUY,No,68,4012
8645-KWHJO,No,23,4900
4130-MZLCC,No,54,2739
0314-TKOSI,No,42,5377
8229-MYEJZ,No,47,5765
2080-SRCDE,No,38,4556
9577-WJVCQ,No,24,5310
6202-DYYFX,No,41,2031
3808-HFKDE,No,59,3460
3727-OWVYD,No,70,2075
2294-SALNE,No,54,3200
1563-IWQEX,No,71,5715
8203-XJZRC,No,57,5384
6556-DBKZF,No,26,5841
2985-JUUBZ,No,64,3718
0895-LMRSF,No,50,3314
8266-VBFQL,No,35,3314
8181-YHCMF,No,24,4864
2240-HSJQD,No,55,3571
1248-DYXUB,No,76,5320
4115-BNPJY,No,44,5625
4091-TVOCN,No,69,2257
1098-TDVUQ,No,66,4745
7277-OZCGZ,No,75,5479
1557-EMYVT,No,57,4115
5027-YOCXN,No,56,5604
3973-SKMLN,No,28,5308
6745-JEFZB,No,78,3617
9880-TDQAC,No,43,5471
8705-WZCYL,No,31,2269
7102-JJVTX,No,46,4562
8626-PTQGE,No,22,5388
4983-CLMLV,No,63,4044
9385-EHGDO,No,46,4177
9498-FIMXL,No,40,5272
2379-GYFLQ,No,50,5316
2088-IEBAU,No,46,5531
7982-VCELR,No,22,2807
6885-PKOAM,No,57,4487
7520-HQWJU,No,26,4172
9639-BUJXT,No,28,5997
5924-SNGKP,No,25,3972
8966-SNIZF,No,57,5540
6243-OZGFH,No,65,3248
0513-RBGPE,No,66,5229
5160-UXJED,No,67,2130
8984-EYLLL,No,72,5682
9833-TGFHX,No,71,2170
9294-TDIPC,No,58,5169
5229-DTFYB,No,69,5584
0104-PPXDV,No,30,5232
5176-LMJXE,No,53,5404
3583-KRKMD,No,62,4668
9069-LGEUL,No,42,5379
7302-ZHMHP,No,51,2577
9571-EDEBV,No,28,5101
3520-FJGCV,No,70,6486
6563-VRERX,No,52,5212
6122-EFVKN,No,64,5531
2805-EDJPQ,No,68,5926
6862-CQUMB,No,75,2640
7156-MXBJE,No,5,2319
6158-HDPXZ,No,51,4193
2863-IMQDR,No,48,6149
5686-CMAWK,No,29,5863
5651-CRHKQ,No,62,5325
6583-SZVGP,No,76,5994
1708-PBBOA,No,62,3179
8782-LKFPK,No,63,4751
5522-JBWMO,No,29,4020
3597-MVHJT,No,21,2026
9967-ATRFS,No,21,3245
2977-CEBSX,No,74,5813
5876-QMYLD,No,9,3742
2277-AXSDC,No,46,4691
9442-JTWDL,No,48,5355
3067-SVMTC,No,77,5160
5495-GPSRW,No,56,2120
7606-BPHHN,No,9,5368
4742-DRORA,No,46,4149
4163-NCJAK,No,76,2438
5233-AOZUF,No,80,3483
5973-EJGDP,No,28,4899
7916-VCCPB,No,22,3624
4686-GEFRM,No,57,5582
5249-QYHEX,No,72,3021
2233-FAGXV,No,20,3181
5605-IYGFG,No,51,5501
7663-ZTEGJ,No,77,3055
3935-TBRZZ,No,80,3037
8111-BKVDS,No,26,2164
8734-DKSTZ,No,20,4922
4360-PNRQB,No,78,4030
6152-ONASV,No,74,4620
7781-HVGMK,No,27,5092
2181-UAESM,No,25,3477
6048-NJXHX,No,53,2011
2320-SLKMB,No,26,3080
4980-URKXC,No,78,5744
4376-KFVRS,No,39,4842
5886-VLQVU,No,78,4945
3577-AMVUX,No,32,2962
0771-WLCLA,No,70,2683
0206-TBWLC,No,67,4488
2937-FTHUR,No,37,2466
1910-FMXJM,No,35,5544
0732-OCQOC,No,42,5674
5168-MSWXT,No,44,5505
1090-ESELR,No,25,5534
8592-PLTMQ,No,32,5655
8847-GEOOQ,No,76,5359
4785-FCIFB,No,23,4900
8313-NDOIA,No,61,5813
5149-CUZUJ,No,51,2037
0942-KOWSM,No,46,4274
4237-CLSMM,No,77,4823
1452-VOQCH,No,28,4120
4719-UMSIY,No,34,2231
6614-VBEGU,No,35,4208
2996-XAUVF,No,57,5055
5968-XQIVE,No,76,6016
8896-RAZCR,No,63,2809
1304-BCCFO,No,69,4900
4104-PVRPS,No,47,2977
4431-EDMIQ,No,37,2950
0486-LGCCH,No,33,3372
5168-MQQCA,No,56,6288
7971-HLVXI,No,50,6202
9094-AZPHK,No,65,2565
3649-JPUGY,No,52,5842
4472-LVYGI,No,36,2578
3552-CTCYF,No,20,4046
6778-YSNIH,No,33,5810
6579-JPICP,No,46,2968
4134-BSXLX,No,76,3851
0505-SPOOW,No,30,4500
4374-YMUSQ,No,22,4022
3957-HHLMR,No,20,6316
7803-XOCCZ,No,48,6099
5736-YEJAX,No,28,5189
8981-FJGLA,No,23,4886
1135-LMECX,No,51,4905
8535-SFUTN,No,65,4842
8677-HDZEE,No,55,4212
2475-MROZF,No,64,3597
3482-ABPKK,No,30,5271
7531-GQHME,No,56,4996
5174-ITUMV,No,45,5666
0913-XWSCN,No,20,6411
0750-EBAIU,No,29,4770
3571-DPYUH,No,49,5653
7601-GNDYK,No,20,3764
8067-NIOYM,No,46,4368
1403-GYAFU,No,64,4485
4234-XTNEA,No,44,5213
5348-CAGXB,No,79,2325
0621-HJWXJ,No,41,4980
5844-QVTAT,No,21,4276
8905-IAZPF,No,45,5251
5394-MEITZ,No,52,5667
6859-QNXIQ,No,23,5308
2782-LFZVW,No,21,3880
2866-IKBTM,No,80,3968
7129-AZJDE,No,43,2074
2560-PPCHE,No,73,5742
8138-EALND,No,29,4123
3580-HYCSP,No,73,5780
1352-HNSAW,No,65,5633
2075-PUEPR,No,49,5248
1982-FEBTD,No,78,5939
5791-KAJFD,No,64,6198
2654-VBVPB,No,49,2010
1154-HYWWO,No,67,4993
2501-XWWTZ,No,34,2535
3716-UVSPD,No,45,4209
6815-ABQFQ,No,70,5800
7343-EOBEU,No,27,5587
3701-SFMUH,No,50,4326
6103-LIANB,No,35,4583
7319-VENRZ,No,40,4010
5846-NEQVZ,No,25,5328
6967-QIQRV,No,28,3707
5781-RFZRP,No,31,5431
0308-IVGOK,No,62,2133
7293-LSCDV,No,52,6134
5756-JYOJT,No,49,3206
9548-LIGTA,No,20,4072
5150-LJNSR,No,80,4524
8270-RKSAP,No,37,3198
2640-LYMOV,No,65,3007
1423-BMPBQ,No,44,2400
2393-DIVAI,No,21,5575
4568-KNYWR,No,43,6471
8752-IMQOS,No,42,2894
0742-LAFQK,No,46,5152
0795-LAFGP,No,40,5633
0619-OLYUR,No,80,6437
5512-IDZEI,No,41,2026
0459-SPZHJ,No,75,4652
0215-BQKGS,No,66,5393
9244-ZVAPM,No,50,2352
8208-EUMTE,No,40,2136
5172-MIGPM,No,46,5707
1710-RCXUS,No,26,4965
0374-FIUCA,No,80,5368
5839-SUYVZ,No,70,2893
5173-ZXXXL,No,61,3488
1096-ADRUX,No,45,4395
2001-MCUUW,No,25,4210
2731-GJRDG,No,72,5076
4723-BEGSG,No,61,5483
6516-NKQBO,No,75,3067
8672-OAUPW,No,56,4138
8207-DMRVL,No,51,6158
2804-ETQDK,No,74,4101
7138-GIRSH,No,76,4145
9396-ZSFLL,No,78,3762
6464-KEXXH,No,33,2372
5240-CAOYT,No,43,4882
4059-IIEBK,No,61,4025
0516-UXRMT,No,71,5801
4851-BQDNX,No,50,5904
5148-HKFIR,No,76,4404
3003-CMDUU,No,52,3273
5016-IBERQ,No,33,2781
9931-KGHOA,No,40,5928
1775-KWJKQ,No,50,6046
7665-VIGUD,No,38,4745
9411-TPQQV,No,74,3533
7954-MLBUN,No,64,2021
2077-DDHJK,No,50,4114
9574-BOSMD,No,72,5668
8404-VLQFB,No,59,4667
2391-IPLOP,No,27,4706
5845-BZZIB,No,65,4517
1140-UKVZG,No,66,5208
5183-SNMJQ,No,33,5787
8100-PNJMH,No,42,5228
7838-LAZFO,No,37,4192
2085-JVGAD,No,24,3078
8095-WANWK,No,38,5369
3030-ZKIWL,No,21,2798
9565-FLVCG,No,74,5420
8755-OGKNA,No,45,5864
2800-VEQXM,No,21,3319
5533-RJFTJ,No,42,5214
0214-JHPFW,No,42,5640
5642-MHDQT,No,42,4836
3088-FVYWK,No,46,5794
9092-GDZKO,No,51,3534
2324-AALNO,No,41,5517
5760-IFJOZ,No,77,3449
2826-UWHIS,No,55,5602
7501-IWUNG,No,58,6301
4957-TREIR,No,20,5645
8040-MNRTF,No,64,3029
1536-HBSWP,No,56,4667
5313-FPXWG,No,75,4886
0946-FKYTX,No,51,6290
5076-YVXCM,No,65,4191
8262-COGGB,No,48,5384
6663-JOCQO,No,43,4258
9620-QJREV,No,56,3313
2480-JZOSN,No,59,4517
0078-XZMHT,No,76,6322
8338-QIUNR,No,49,4397
1525-LNLOJ,No,60,4186
9450-TRJUU,No,65,2332
1766-GKNMI,No,69,4388
6942-LBFDP,No,25,5629
1456-TWCGB,No,37,3272
7596-ZYWBB,No,75,4372
3014-WJKSM,No,40,4910
3347-YJZZE,No,70,4558
7929-DMBCV,No,22,4741
9661-JALZV,No,54,5138
5433-KYGHE,No,33,5494
4312-KFRXN,No,30,5512
5575-TPIZQ,No,43,5593
0114-IGABW,No,76,5224
9944-AEXBM,No,26,2383
1853-ARAAQ,No,48,2510
4697-LUPSU,No,44,3866
8434-VGEQQ,No,36,4446
4950-HKQTE,No,64,5676
6786-OBWQR,No,69,5109
2753-JMMCV,No,39,4774
6621-YOBKI,No,76,2303
1216-JWVUX,No,33,5985
7564-GHCVB,No,40,4689
1173-NOEYG,No,67,5750
7595-EHCDL,No,40,3087
6647-ZEDXT,No,45,4983
2521-NPUZR,No,48,5025
4381-MHQDC,No,40,3286
6923-JHPMP,No,67,5602
4018-PPNDW,No,21,5970
1635-FJFCC,No,74,5846
6425-JWTDV,No,46,2282
8405-IGQFX,No,45,4039
8224-IVVPA,No,79,4472
9477-LGWQI,No,70,5715
1410-RSCMR,No,30,3459
3115-CZMZD,No,68,5504
0139-IVFJG,No,29,5361
5730-DBDSI,No,36,4601
0030-FNXPP,No,59,5634
5684-FJVYR,No,49,5794
4013-GUXND,No,38,3678
1266-NZYUI,No,32,6264
7969-FFOWG,No,34,6312
4718-DHSMV,No,44,2534
5175-WLYXL,No,75,2444
7817-OMJNA,No,50,5068
8728-SKJLR,No,78,3277
3137-NYQQI,No,70,3546
7706-DZNKK,No,29,2642
8823-RLPWL,No,22,4259
9505-SQFSW,No,65,5651
3758-CKOQL,No,51,4620
5676-CFLYY,No,68,5124
7521-AFHAB,No,64,2492
0285-INHLN,No,41,3519
5125-CNDSP,No,80,6406
4992-LTJNE,No,64,6259
2202-OUTMO,No,73,3012
0810-BDHAW,No,77,2506
0229-LFJAF,No,32,4262
7131-ZQZNK,No,37,5790
3442-ZHHCC,No,53,5355
5726-CVNYA,No,65,3260
9871-ELEYA,No,40,4263
4257-GAESD,No,72,2270
5173-WXOQV,No,56,4369
2040-OBMLJ,No,68,4850
6286-ZHAOK,No,35,3235
3807-XHCJH,No,33,2358
8859-AXJZP,No,30,3970
3174-AKMAS,No,41,4699
9926-PJHDQ,No,34,5120
7382-DFJTU,No,44,2110
2798-NYLMZ,No,58,4111
8098-TDCBU,No,53,3052
3551-GAEGL,No,33,4697
3196-NVXLZ,No,23,4874
0036-IHMOT,No,65,5892
4178-EGMON,No,48,4867
4220-TINQT,No,35,5632
5318-YKDPV,No,63,3716
7975-TZMLR,No,29,5029
0295-QVKPB,No,42,3099
4335-BSMJS,No,34,6201
9146-JRIOX,No,65,2080
5337-IIWKZ,No,49,5569
9650-VBUOG,No,73,3772
3487-EARAT,No,43,6325
2672-TGEFF,No,31,3746
8184-WMOFI,No,56,5327
6092-QZVPP,No,53,4830
4625-LAMOB,No,55,2404
0392-BZIUW,No,70,5678
6549-NNDYT,No,38,2444
0422-OHQHQ,No,22,3009
6916-HIJSE,No,75,5434
2316-ESMLS,No,74,3882
9778-OGKQZ,No,44,5883
7408-OFWXJ,No,66,5762
6007-TCTST,No,39,5841
2252-NKNSI,No,69,4322
8713-IGZSO,No,57,5983
7905-TVXTA,No,35,4771
7695-PKLCZ,No,68,4201
8374-UULRV,No,33,5965
3224-DFQNQ,No,53,4488
5275-PMFUT,No,72,4036
4795-UXVCJ,No,77,5823
9777-IQHWP,No,42,6249
0979-MOZQI,No,54,4987
2732-ISEZX,No,53,5263
0323-XWWTN,No,77,4315
1937-OTUKY,No,75,4332
1573-LGXBA,No,51,5833
1764-VUUMT,No,51,6382
4713-ZBURT,No,38,3333
3050-GBUSH,No,67,2496
7876-AEHIG,No,37,5404
7945-HLKEA,No,25,6408
9342-VNIMQ,No,58,5201
3199-NPKCN,No,37,5649
5170-PTRKA,No,69,4865
4661-NJEUX,No,52,5368
0048-LUMLS,No,55,5263
5898-IGSLP,No,46,2132
7997-EASSD,No,64,6063
0730-KOAVE,No,75,4219
8975-SKGRX,No,42,5027
0678-RLHVP,No,67,5731
2267-FPIMA,No,21,5548
1051-GEJLJ,No,74,4836
5285-MVEHD,No,24,4196
0379-DJQHR,No,51,4219
5543-QDCRY,No,49,5344
0297-RBCSG,No,39,2051
4694-PHWFW,No,40,5919
0835-JKADZ,No,54,4361
3865-YIOTT,No,72,6283
5993-BQHEA,No,62,4018
6024-RUGGH,No,62,6499
4079-WWQQQ,No,24,4266
6103-BOCOU,No,28,4501
5149-TGWDZ,No,20,3471
7471-WNSUF,No,24,4501
8942-DBMHZ,No,80,4883
4301-VVZKA,No,51,5432
9199-PWQVC,No,30,4010
5393-HJZSM,No,70,5324
0862-PRCBS,No,45,4121
8812-ZRHFP,No,24,2923
5146-CBVOE,No,59,5176
0454-OKRCT,No,80,5542
5787-KXGIY,No,42,4035
4198-VFOEA,No,30,2990
5709-LVOEQ,No,45,2048
2692-AQCPF,No,69,6047
0347-UBKUZ,No,29,3366
0835-DUUIQ,No,63,2050
0811-GSDTP,No,22,3540
7567-ECMCM,No,43,5128
6115-ZTBFQ,No,25,4119
6353-BRMMA,No,57,5795
6231-WFGFH,No,34,5053
6169-PPETC,No,38,2009
8584-KMVXD,No,31,2934
8467-WYNSR,No,62,2729
0851-DFJKB,No,55,4497
5382-SOYZL,No,61,3729
3261-CQXOL,No,37,4993
8388-FYNPZ,No,51,2401
4002-BQWPQ,No,61,5917
5651-YLPRD,No,48,4970
4378-BZYFP,No,65,2259
7764-BDPEE,No,38,5868
3429-IFLEM,No,61,4846
5002-GCQFH,No,62,5698
0556-FJEGU,No,58,4474
0604-THJFP,No,46,5446
5879-SESNB,No,75,5902
6461-PPAXN,No,30,4858
3318-ISQFQ,No,28,5409
1106-HRLKZ,No,34,2630
2483-XSSMZ,No,23,5531
8165-ZJRNM,No,67,4923
2604-XVDAM,No,26,5706
3717-OFRTN,No,43,3595
9046-JBFWA,No,51,4004
3280-NMUVX,No,33,4669
1206-EHBDD,No,67,6203
8361-LBRDI,No,51,6190
4883-KCPZJ,No,75,4386
9108-EQPNQ,No,63,3179
7277-KAMWT,No,63,3037
2545-LXYVJ,No,55,6317
3234-VKACU,No,27,4799
8120-JDCAM,No,44,3708
8917-FAEMR,No,27,3408
7047-YXDMZ,No,47,2366
0929-HYQEW,No,23,2085
6614-YOLAC,No,48,4151
7426-RHZGU,No,66,5017
4065-JJAVA,No,59,5262
7649-SIJJF,No,37,6045
9361-YNQWJ,No,24,5887
3748-FVMZZ,No,57,2664
9391-TTOYH,No,42,5652
1452-XRSJV,No,63,3154
3422-WJOYD,No,70,5105
7147-AYBAA,No,32,5402
6732-FZUGP,No,52,4510
8329-GWVPJ,No,64,4539
1352-VHKAJ,No,52,3773
2632-TACXW,No,21,4671
8146-QQKZH,No,78,4090
1767-CJKBA,No,48,6025
6445-TNRXS,No,59,5671
4581-LNWUM,No,78,3000
4869-EPIUS,No,56,5344
1915-OAKWD,No,48,2870
7296-PIXQY,No,25,5819
3354-OADJP,No,69,2237
3524-WQDSG,No,73,3280
0810-DHDBD,No,39,5806
4026-SKKHW,No,76,2166
2829-HYVZP,No,69,5696
3845-JHAMY,No,25,2069
7013-PSXHK,No,27,2047
3486-NPGST,No,47,2691
6100-FJZDG,No,29,2403
1730-VFMWO,No,54,4352
7143-BQIBA,No,76,3415
3800-LYTRK,No,57,4978
9646-NMHXE,No,77,2021
7030-NJVDP,No,77,5436
7771-ZONAT,No,55,4574
2111-DWYHN,No,52,2810
4194-WHFCB,No,52,5266
4121-AGSIN,No,47,4455
0455-XFASS,No,59,5998
0301-KOBTQ,No,20,3398
4367-NUYAO,No,48,4950
9170-ARBTB,No,37,4848
7241-AJHFS,No,66,2426
4546-FOKWR,No,27,3574
9036-CSKBW,No,24,5446
5832-TRLPB,No,77,4422
8590-YFFQO,No,78,5669
8659-IOOPU,No,34,6171
1338-CECEE,No,54,3877
7439-DKZTW,No,21,3154
4646-QZXTF,No,57,5928
9742-XOKTS,No,69,6194
6921-OZMFH,No,46,3598
9578-FOMUK,No,57,3965
4712-UYOOI,No,70,3402
7722-CVFXN,No,68,5546
8717-VCTXJ,No,43,5293
7363-QTBIW,No,62,4654
4159-NAAIX,No,67,4769
0971-QIFJK,No,21,4884
9397-TZSHA,No,66,5294
3391-JSQEW,No,71,2454
