Customer ID,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Offer,Tenure in Months
0402-OAMEN,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer A,72
6933-VLYFX,No,No,Yes,Cable,25,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Offer C,31
6754-WKSHP,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer C,30
5055-MGMGF,Yes,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Offer B,65
4641-FROLU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,30
2862-JVEOY,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,6
2969-QWUBZ,No,No,Yes,Cable,21,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,2
9822-BIIGN,Yes,Yes,Yes,Cable,26,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Offer B,53
1534-OULXE,Yes,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes,One Year,Offer B,61
2971-SGAFL,Yes,Yes,Yes,DSL,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Offer D,13
2905-KFQUV,Yes,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
3370-HXOPH,Yes,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,None,3
9391-YZEJW,Yes,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Offer B,62
9958-MEKUC,Yes,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Offer A,72
0281-CNTZX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,63
9114-VEPUF,Yes,Yes,Yes,Fiber Optic,41,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Offer B,62
7876-BEUTG,Yes,Yes,Yes,DSL,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,15
2338-BQEZT,Yes,No,Yes,DSL,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,55
9873-MNDKV,Yes,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,11
8241-JUIQO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer B,61
2194-IIQOF,Yes,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,71
9631-RXVJM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,35
9584-EXCDZ,Yes,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,17
5093-FEGLU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,47
2621-UDNLU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,3
7526-IVLYU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,3
9214-EKVXR,Yes,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
3410-MHHUM,Yes,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Offer B,44
2122-YWVYA,Yes,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,18
2296-DKZFP,Yes,No,Yes,DSL,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Offer B,65
8909-BOLNL,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,3
6603-YRDCJ,Yes,No,Yes,DSL,52,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Offer C,33
3229-USWAR,Yes,No,Yes,DSL,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Offer C,34
2138-VFAPZ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer D,14
6131-JLWZM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,13
0269-XFESX,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,None,23
1709-EJDOX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,47
4316-XCSLJ,Yes,No,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,17
0383-CLDDA,Yes,Yes,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,69
2709-UQGNP,Yes,No,Yes,Cable,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,10
3549-ZTMNH,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,12
8033-ATFAS,Yes,No,Yes,Cable,23,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer C,39
0562-HKHML,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer A,71
8277-RVRSV,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer C,33
7054-ENNGU,Yes,No,Yes,Cable,76,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,9
1455-HFBXA,Yes,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,No,No,No,No,Two Year,Offer B,52
9402-CXWPL,Yes,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Offer A,70
1628-BIZYP,Yes,No,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,1
0082-LDZUE,Yes,No,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
5343-SGUBI,Yes,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,One Year,Offer B,52
0856-NAOES,Yes,No,Yes,DSL,71,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer E,6
1976-AZZPJ,No,No,Yes,DSL,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,7
6156-UZDLF,Yes,No,Yes,Fiber Optic,41,Yes,No,Yes,Yes,No,No,No,No,One Year,Offer C,26
3099-OONVS,Yes,No,Yes,DSL,22,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Offer C,25
9500-WBGRP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer A,69
5183-KLYEM,Yes,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
5144-PQCDZ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,4
8514-VZHEB,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,59
6625-IUTTT,Yes,No,Yes,Cable,41,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,Offer A,67
0068-FIGTF,Yes,No,Yes,DSL,59,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Offer C,27
5965-GGPRW,Yes,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Offer A,72
8035-PWSEV,Yes,No,Yes,Fiber Optic,10,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Offer E,6
2236-HILPA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,62
1840-BIUOG,Yes,Yes,Yes,DSL,52,No,Yes,No,Yes,Yes,No,No,Yes,One Year,None,20
1356-MKYSK,Yes,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Offer E,6
6080-LNESI,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,51
1830-IPXVJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,61
8398-TBIYD,Yes,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes,Two Year,Offer A,72
9418-RUKPH,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,38
4712-AUQZO,No,No,Yes,DSL,30,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,None,18
9711-FJTBX,Yes,No,Yes,Fiber Optic,10,No,Yes,Yes,Yes,No,No,No,Yes,One Year,None,56
2908-ZTPNF,No,No,Yes,Cable,2,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Offer C,36
1414-YADCW,Yes,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Offer A,70
8756-RDDLT,No,No,Yes,Cable,13,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,None,68
2862-PFNIK,No,No,Yes,Cable,21,No,No,No,No,No,No,No,No,Month-to-Month,None,1
5816-QVHRX,Yes,Yes,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,37
4430-YHXGG,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,4
6888-SBYAI,Yes,No,Yes,Cable,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7395-XWZOY,No,No,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,None,20
7169-YWAMK,Yes,No,Yes,DSL,26,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,None,72
6859-RKMZJ,Yes,No,Yes,DSL,15,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,11
2729-VNVAP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,33
2049-BAFNW,No,No,Yes,DSL,7,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Offer E,1
3842-QTGDL,Yes,No,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,None,16
7163-OCEQI,Yes,Yes,Yes,DSL,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,22
9782-LGXMC,Yes,No,Yes,DSL,28,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,None,49
5975-BAICR,Yes,No,Yes,DSL,14,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,None,36
4673-KKSLS,Yes,No,Yes,Fiber Optic,20,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,None,31
4853-OITSN,Yes,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,5
9800-OUIGR,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,66
2324-EFHVG,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,None,64
7094-MSZAO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,10
6907-CQGPN,No,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,None,29
0780-XNZFN,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,57
0239-OXEXL,Yes,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,No,No,No,No,Month-to-Month,None,46
2675-IJRGJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,53
7049-GKVZY,Yes,No,Yes,Cable,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,None,17
8577-QSOCG,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,38
3721-CNZHX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,15
0212-ISBBF,No,No,Yes,Cable,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,22
3585-YNADK,Yes,Yes,Yes,Cable,27,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,None,57
1099-GODLO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,1
6828-HMKWP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,12
1472-TNCWL,Yes,No,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,36
2080-GKCWQ,Yes,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,2
2193-SFWQW,Yes,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,72
5656-JAMLX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,62
3462-BJQQA,Yes,Yes,Yes,Fiber Optic,42,No,Yes,No,No,Yes,No,No,No,Month-to-Month,None,6
0442-TDYUO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,48
6733-LRIZX,Yes,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,35
9503-XJUME,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,52
4367-NHWMM,No,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
3779-OSWCF,Yes,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,71
6736-DHUQI,Yes,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,None,67
1360-RCYRT,No,No,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Offer D,23
2724-FJDYW,No,No,Yes,DSL,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,39
4451-RWASJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer D,15
3460-TJBWI,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,24
5917-HBSDW,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,37
0956-ACVZC,Yes,No,Yes,Fiber Optic,42,No,No,Yes,No,Yes,Yes,Yes,No,One Year,None,54
2325-NBPZG,Yes,No,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,3
4482-FTFFX,Yes,No,Yes,DSL,71,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,None,5
8859-DZTGQ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,33
0440-MOGPM,Yes,Yes,Yes,DSL,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,None,41
0020-JDNXP,No,No,Yes,DSL,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,34
3752-CQSJI,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,13
5025-GOOKI,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,20
2887-JPYLU,Yes,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,None,41
4770-QAZXN,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,13
4896-CPRPF,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,35
9714-EDSUC,Yes,No,Yes,Fiber Optic,41,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,None,4
7353-YOWFP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,7
8008-ESFLK,Yes,No,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,53
3363-EWLGO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,5
1689-YQBYY,Yes,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,12
4487-ZYJZK,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,38
2959-FENLU,Yes,No,Yes,Fiber Optic,8,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,None,9
0708-LGSMF,Yes,Yes,Yes,DSL,4,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer D,13
7634-HLQJR,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,47
0487-RPVUM,Yes,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,None,61
4079-ULGFR,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,16
2516-XSJKX,Yes,No,Yes,DSL,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,None,41
0057-QBUQH,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,43
6599-SFQVE,Yes,No,Yes,Cable,58,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,6
8331-ZXFOE,Yes,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,None,58
4003-FUSHP,Yes,No,Yes,Cable,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Offer D,19
0356-ERHVT,Yes,No,Yes,Cable,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,11
7325-ENZFI,No,No,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,None,39
3920-HIHMQ,Yes,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,None,26
0613-WUXUM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,70
4458-KVRBJ,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,59
1397-XKKWR,No,No,Yes,DSL,14,Yes,No,Yes,No,No,No,No,Yes,One Year,None,7
8097-OMULG,Yes,No,Yes,DSL,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,59
6013-BHCAW,Yes,Yes,Yes,DSL,41,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,61
0401-WDBXM,Yes,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,None,72
3387-PLKUI,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,13
6096-EGVTU,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,None,64
5081-NWSUP,Yes,No,Yes,DSL,5,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Offer D,10
2580-ATZSQ,Yes,No,Yes,DSL,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Offer B,65
8085-MSNLK,Yes,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer B,62
9691-HKOVS,Yes,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Offer B,55
9881-VCZEP,Yes,Yes,Yes,Cable,59,No,Yes,No,No,No,No,No,No,Month-to-Month,None,25
8757-TFHHJ,Yes,No,Yes,Cable,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,1
5119-KEPFY,Yes,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,36
0916-KNFAJ,Yes,Yes,Yes,Cable,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Offer B,61
8319-QBEHW,No,No,Yes,Cable,58,No,Yes,No,No,Yes,No,No,Yes,One Year,None,26
9625-QNLUX,Yes,No,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,None,68
4024-CSNBY,Yes,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,None,72
7110-BDTWG,No,No,Yes,Cable,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,None,71
7493-GVFIO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer B,57
0690-SRQID,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,4
9114-DPSIA,Yes,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,None,72
4700-UBQMV,Yes,Yes,Yes,DSL,23,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,None,21
7711-GQBZC,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,71
9795-NREXC,Yes,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer B,64
8573-CGOCC,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,16
7356-AYNJP,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Offer E,4
6286-SUUWT,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
4819-HJPIW,No,No,Yes,DSL,8,No,No,No,No,No,No,No,Yes,Month-to-Month,None,18
8654-DHAOW,Yes,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,No,Month-to-Month,Offer E,2
5438-QMDDL,Yes,No,Yes,DSL,48,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,19
9812-GHVRI,Yes,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer B,40
1228-ZLNBX,Yes,Yes,Yes,Fiber Optic,51,No,No,No,No,No,No,No,Yes,Month-to-Month,None,21
4226-KKDON,Yes,No,Yes,DSL,27,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Offer E,8
3831-YCPUO,Yes,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,72
7445-WMRBW,Yes,Yes,Yes,DSL,3,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Offer B,48
3308-DGHKL,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,69
9924-JPRMC,Yes,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,72
0080-EMYVY,Yes,No,Yes,Cable,12,No,Yes,No,No,No,No,No,Yes,One Year,None,14
6218-KNUBD,Yes,No,Yes,Cable,8,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,None,6
7337-CINUD,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,8
7609-NRNCA,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,17
0623-EJQEG,Yes,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Offer B,65
7153-CHRBV,Yes,No,Yes,Cable,24,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Offer B,57
6198-PNNSZ,Yes,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Offer B,56
3317-VLGQT,Yes,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,14
4132-POCZS,No,No,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,52
5614-DNZCE,Yes,No,Yes,DSL,16,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,None,58
3896-RCYYE,No,No,Yes,DSL,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,67
9638-JIQYA,No,No,Yes,DSL,48,No,No,No,No,No,No,No,No,Month-to-Month,None,2
3726-TBHQT,Yes,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,71
3190-ITQXP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,46
3039-MJSLN,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,3
0178-CIIKR,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,3
5774-QPLTF,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,50
5010-IPEAQ,No,No,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,None,67
8990-YOZLV,Yes,Yes,Yes,Cable,7,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Offer A,69
3069-SSVSN,No,No,Yes,DSL,18,No,No,No,No,No,No,No,Yes,One Year,None,1
5222-IMUKT,Yes,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,32
6685-XSHHU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,60
8901-UPRHR,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
3845-FXCYS,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,2
5857-XRECV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,2
0725-CXOTM,Yes,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,36
4343-EJVQB,Yes,No,Yes,Fiber Optic,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,7
3427-GGZZI,Yes,Yes,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,19
3154-CFSZG,Yes,No,Yes,Fiber Optic,20,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,None,47
2220-IAHLS,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
4377-VDHYI,Yes,No,Yes,Fiber Optic,69,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,None,32
4937-QPZPO,Yes,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,None,61
2925-VDZHY,Yes,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
6981-TDRFT,No,No,Yes,DSL,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,None,44
3413-CSSTH,Yes,Yes,Yes,Cable,3,No,No,Yes,No,No,No,No,Yes,Month-to-Month,None,41
8033-VCZGH,Yes,Yes,Yes,Fiber Optic,51,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,None,50
0224-NIJLP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer E,8
7542-CYDDM,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,18
4718-WXBGI,Yes,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer A,72
5716-LIBJC,Yes,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Offer D,13
2868-LLSKM,Yes,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,Yes,One Year,Offer A,68
2988-QRAJY,Yes,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Offer A,69
0071-NDAFP,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,25
7328-ZJAJO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,None,59
1090-PYKCI,Yes,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Offer A,69
3058-WQDRE,No,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,13
2279-AXJJK,Yes,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,None,52
0909-SELIE,Yes,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,None,61
3417-TSCIC,No,No,Yes,DSL,59,No,No,No,No,No,No,No,Yes,One Year,None,29
1042-HFUCW,Yes,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,One Year,Offer C,25
