Customer ID,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Payment Method,Paperless Billing
5236-XMZJY,59.65,2536.55,3463.91,0.0,0,927.36,Bank Withdrawal,No
4827-DPADN,83.3,6042.7,7885.26,0.0,80,1762.56,Bank Withdrawal,Yes
2694-CIUMO,79.55,958.25,1221.41,0.0,0,263.16,Credit Card,Yes
5846-ABOBJ,24.45,1730.65,4116.96,0.0,0,2386.31,Bank Withdrawal,No
1439-LCGVL,19.2,459.6,505.1,0.0,0,45.5,Credit Card,No
0909-SDHNU,29.8,201.95,201.95,0.0,0,0.0,Credit Card,No
4647-XXZAM,45.5,285.2,461.66,0.0,0,176.46,Credit Card,No
7740-KKCXF,30.05,1529.45,1529.45,0.0,0,0.0,Credit Card,Yes
5360-XGYAZ,65.65,4664.5,4724.5,0.0,60,0.0,Bank Withdrawal,Yes
3557-HTYWR,74.05,3496.3,5642.79,0.0,0,2146.49,Credit Card,No
1699-TLDLZ,19.7,301.55,415.79,0.0,0,114.24,Credit Card,No
5600-PDUJF,49.5,312.7,473.26,0.0,0,160.56,Credit Card,Yes
0567-XRHCU,43.95,2960.1,2960.1,0.0,0,0.0,Credit Card,Yes
2067-QYTCF,111.15,6953.4,7503.8,0.0,0,550.4,Bank Withdrawal,Yes
7407-SUJIZ,20.6,541.5,875.5,0.0,0,334.0,Credit Card,No
9150-KPBJQ,19.65,116.85,291.39,0.0,0,174.54,Credit Card,No
0052-DCKON,115.8,7942.15,10830.97,0.0,0,2888.82,Bank Withdrawal,No
3654-ARMGP,88.65,5321.25,6515.63,0.0,0,1194.38,Credit Card,No
9367-TCUYN,20.1,223.6,329.44,0.0,0,105.84,Credit Card,No
0708-SJDIS,65.0,2157.5,3697.02,0.0,0,1539.52,Credit Card,No
2073-QBVBI,35.45,1391.65,1391.65,0.0,0,0.0,Credit Card,No
6928-ONTRW,19.7,1379.8,4838.68,0.0,0,3458.88,Credit Card,No
5231-FIQPA,19.85,810.45,905.57,0.0,0,95.12,Credit Card,Yes
6617-WLBQC,81.85,1810.85,1941.95,0.0,0,131.1,Credit Card,No
2599-CIPQE,109.3,7782.85,9874.22,0.0,70,2021.37,Credit Card,No
8774-GSBUN,25.4,1797.1,2095.9,0.0,0,298.8,Credit Card,No
7326-RIGQZ,69.8,377.85,608.85,0.0,0,231.0,Bank Withdrawal,Yes
1401-FTHFQ,20.0,445.3,1002.36,0.0,0,557.06,Credit Card,Yes
0254-FNMCI,109.9,7624.2,10641.72,0.0,0,3017.52,Bank Withdrawal,Yes
1848-LBZHY,50.3,355.1,587.78,0.0,0,232.68,Bank Withdrawal,Yes
8118-TJAFG,101.5,906.85,1239.31,0.0,0,332.46,Bank Withdrawal,Yes
5429-LWCMV,89.15,1057.55,1544.31,0.0,70,416.76,Bank Withdrawal,Yes
7298-IZWLY,19.4,19.4,43.37,0.0,0,23.97,Credit Card,Yes
3955-JBZZM,78.8,1641.3,2549.1,0.0,0,907.8,Bank Withdrawal,No
4815-TUMEQ,19.3,185.2,639.4,0.0,0,454.2,Credit Card,Yes
9909-IDLEK,96.8,1826.7,2667.9,0.0,0,841.2,Credit Card,No
4092-OFQZS,20.65,417.5,1346.9,0.0,0,929.4,Credit Card,No
1561-BWHIN,19.8,344.5,593.97,0.0,0,249.47,Credit Card,No
9927-DSWDF,104.6,2180.55,3273.07,0.0,0,1092.52,Bank Withdrawal,Yes
9500-LTVBP,80.05,2835.9,3295.8,0.0,0,459.9,Credit Card,No
7252-NTGSS,45.15,45.15,87.49,0.0,0,42.34,Credit Card,No
8149-AIQCG,73.15,2730.85,3069.76,0.0,0,338.91,Credit Card,Yes
0899-WZRSD,105.35,5794.45,7921.89,0.0,0,2127.44,Credit Card,Yes
3255-GRXMG,45.65,747.2,1400.46,0.0,40,613.26,Credit Card,Yes
4828-FAZPK,79.95,1267.95,2065.55,0.0,0,797.6,Credit Card,Yes
6094-ZIVKX,54.45,3674.95,4858.83,0.0,0,1183.88,Credit Card,Yes
3262-EIDHV,84.7,5893.9,7686.7,0.0,0,1792.8,Credit Card,No
7354-OIJLX,75.85,724.65,790.53,0.0,0,65.88,Bank Withdrawal,Yes
1376-HHBDV,48.8,1536.75,1858.95,0.0,0,322.2,Credit Card,Yes
6133-OZILE,35.2,607.3,657.3,0.0,50,0.0,Bank Withdrawal,Yes
7191-ADRGF,54.3,2390.45,2390.45,0.0,0,0.0,Bank Withdrawal,No
5018-LXQQG,66.3,1923.5,2417.9,0.0,0,494.4,Bank Withdrawal,No
6892-BOGQE,20.9,1493.2,2551.81,0.0,0,1058.61,Bank Withdrawal,Yes
1746-TGTWV,75.35,75.35,114.24,0.0,0,38.89,Credit Card,No
8050-WYBND,49.45,1031.4,1031.4,0.0,0,0.0,Credit Card,Yes
2821-WARNZ,19.45,921.3,3157.66,0.0,0,2236.36,Credit Card,No
4879-GZLFH,92.15,3875.4,4620.9,0.0,0,745.5,Bank Withdrawal,Yes
8314-HTWVE,19.85,144.15,390.97,0.0,0,246.82,Credit Card,No
9402-ROUMJ,100.25,6689.0,6892.68,0.0,0,203.68,Bank Withdrawal,Yes
2507-QZPQS,95.7,1451.1,1600.65,0.0,0,149.55,Bank Withdrawal,No
7159-NOKYQ,93.15,6368.2,7624.0,0.0,90,1165.8,Bank Withdrawal,Yes
5707-ZMDJP,69.7,3729.6,5409.17,0.0,0,1679.57,Credit Card,Yes
8779-YIQQA,19.8,350.1,728.1,0.0,0,378.0,Credit Card,No
7136-IHZJA,71.35,2847.2,4012.8,0.0,0,1165.6,Credit Card,Yes
8966-OIQHG,20.75,452.35,1450.05,0.0,0,997.7,Bank Withdrawal,No
7074-STDCN,40.6,1494.5,1494.5,0.0,0,0.0,Bank Withdrawal,Yes
8739-QOTTN,20.35,41.85,52.69,0.0,0,10.84,Credit Card,No
1399-OUPJN,19.75,1272.05,1970.87,0.0,0,698.82,Bank Withdrawal,No
0277-BKSQP,54.4,475.1,487.58,0.0,0,12.48,Bank Withdrawal,Yes
5774-XZTQC,20.45,150.75,191.63,0.0,0,40.88,Credit Card,No
2676-SSLTO,66.15,3199.0,4069.73,0.0,0,870.73,Bank Withdrawal,Yes
6266-QHOJZ,89.85,5844.65,8336.1,0.0,0,2491.45,Bank Withdrawal,Yes
7269-JISCY,45.05,2462.6,4310.6,0.0,0,1848.0,Bank Withdrawal,No
0363-SVHYR,86.85,6263.8,6981.61,0.0,0,717.81,Bank Withdrawal,No
8547-NSBBO,96.75,3403.4,4928.85,0.0,130,1395.45,Credit Card,Yes
6591-QGOYB,106.65,1672.1,2331.36,0.0,0,659.26,Bank Withdrawal,Yes
9070-BCKQP,110.15,7881.2,9587.6,0.0,0,1706.4,Credit Card,Yes
6421-SZVEM,82.85,2320.8,2772.44,0.0,0,451.64,Bank Withdrawal,Yes
1328-EUZHC,20.1,370.5,830.22,0.0,0,459.72,Credit Card,No
8878-RYUKI,59.45,3043.7,3530.94,0.0,0,487.24,Bank Withdrawal,Yes
9633-DENPU,58.6,2723.4,2873.8,0.0,0,150.4,Bank Withdrawal,Yes
7811-JIVPF,49.7,1081.25,2203.23,0.0,150,971.98,Credit Card,No
7113-HIPFI,65.85,4097.05,5873.11,0.0,0,1776.06,Credit Card,No
8541-QVFKM,73.5,632.2,770.6,0.0,0,138.4,Bank Withdrawal,Yes
9258-CNWAC,113.65,8166.8,8473.52,0.0,0,306.72,Credit Card,No
6374-AFWOX,65.65,3047.15,5195.81,0.0,0,2148.66,Credit Card,No
5317-FLPJF,61.35,4193.4,4323.4,0.0,130,0.0,Bank Withdrawal,Yes
7621-VPNET,85.9,3729.75,4594.11,0.0,0,864.36,Credit Card,Yes
6034-YMTOB,75.65,399.45,548.2,0.0,0,148.75,Credit Card,Yes
4903-CNOZC,70.9,1964.6,2800.67,0.0,0,836.07,Credit Card,No
4353-HYOJD,49.85,1336.15,1857.79,0.0,0,521.64,Credit Card,No
7267-FRMJW,20.1,486.05,600.3,0.0,0,114.25,Credit Card,No
4188-FRABG,103.05,5925.75,7737.78,0.0,0,1812.03,Bank Withdrawal,Yes
0620-DLSLK,81.9,1028.9,1473.24,0.0,0,444.34,Credit Card,Yes
3850-OKINF,66.2,4692.55,7321.68,0.0,0,2629.13,Bank Withdrawal,Yes
1156-ZFYDO,19.75,19.75,57.37,0.0,0,37.62,Bank Withdrawal,No
5549-ZGHFB,24.95,1261.45,2376.45,0.0,0,1115.0,Credit Card,No
7577-SWIFR,89.25,89.25,105.89,0.0,0,16.64,Bank Withdrawal,Yes
0303-WMMRN,19.25,86.05,191.1,0.0,0,105.05,Credit Card,Yes
6408-OTUBZ,104.55,6779.05,7860.79,0.0,0,1081.74,Bank Withdrawal,Yes
5204-HMGYF,87.2,4345.0,5965.43,0.0,0,1620.43,Credit Card,Yes
3727-OVPRY,25.7,1714.55,4541.99,0.0,0,2827.44,Credit Card,Yes
3797-FKOGQ,86.2,893.2,987.44,0.0,30,64.24,Bank Withdrawal,No
7622-NXQZR,30.1,810.85,810.85,0.0,0,0.0,Credit Card,Yes
6196-HBOBZ,99.35,6347.55,8326.15,0.0,0,1978.6,Bank Withdrawal,Yes
3970-XGJDU,19.2,1123.65,2613.51,0.0,0,1489.86,Credit Card,Yes
7017-VFULY,20.1,43.15,108.87,0.0,0,65.72,Bank Withdrawal,No
5562-YJQGT,20.35,35.1,40.02,0.0,0,4.92,Credit Card,No
8807-OPMBM,25.65,1388.0,1467.2,0.0,0,79.2,Credit Card,Yes
8294-UIMBA,94.4,2638.1,2718.2,0.0,0,80.1,Bank Withdrawal,Yes
8109-YUOHE,56.1,946.95,1566.94,0.0,0,619.99,Credit Card,No
5840-NVDCG,68.25,1114.85,1436.77,0.0,0,321.92,Bank Withdrawal,No
8092-NLTGF,24.75,1777.6,3886.48,0.0,0,2108.88,Bank Withdrawal,No
5928-QLDHB,76.25,684.85,997.6,0.0,0,312.75,Bank Withdrawal,Yes
9840-EFJQB,74.35,74.35,98.76,0.0,0,24.41,Bank Withdrawal,No
0696-UKTOX,54.15,1312.45,1545.65,0.0,40,193.2,Bank Withdrawal,No
4801-KFYKL,19.45,159.2,174.8,0.0,0,15.6,Bank Withdrawal,No
3472-OAOOR,34.95,610.2,610.2,0.0,0,0.0,Credit Card,Yes
6135-OZQVA,53.65,404.35,687.29,0.0,0,282.94,Bank Withdrawal,Yes
2252-JHJGE,104.0,6363.45,9150.54,0.0,0,2787.09,Bank Withdrawal,No
4188-PCPIG,70.35,4124.65,6860.65,0.0,0,2736.0,Credit Card,Yes
7105-BENQF,64.85,950.75,1606.1,0.0,0,655.35,Credit Card,No
7721-DVEKZ,19.65,19.65,43.32,0.0,0,23.67,Credit Card,No
3566-VVORZ,45.9,505.95,875.43,0.0,0,369.48,Bank Withdrawal,No
9507-HSMMZ,20.0,1149.65,2623.85,0.0,0,1474.2,Credit Card,No
2480-SQIOB,44.8,169.65,273.25,0.0,0,103.6,Bank Withdrawal,No
7813-TKCVO,20.35,393.15,952.35,0.0,0,559.2,Credit Card,No
0128-MKWSG,45.8,1147.0,1147.0,0.0,0,0.0,Credit Card,No
4350-ZTLPI,108.95,5718.2,6672.2,0.0,0,954.0,Bank Withdrawal,Yes
0361-HJRDX,64.35,4539.6,4669.6,0.0,130,0.0,Credit Card,No
5727-MYATE,90.8,6397.6,7882.96,0.0,0,1485.36,Credit Card,Yes
3823-KYNQY,24.95,280.4,587.24,0.0,0,306.84,Credit Card,No
7570-WELNY,84.7,5711.05,6246.21,0.0,0,535.16,Bank Withdrawal,Yes
3021-VLNRJ,70.8,3478.15,5354.15,0.0,0,1876.0,Credit Card,Yes
6907-FLBER,54.3,54.3,98.32,0.0,10,34.02,Bank Withdrawal,No
5982-PSMKW,91.1,2198.3,2841.61,0.0,0,643.31,Credit Card,Yes
3507-GASNP,19.95,1189.9,2185.3,0.0,0,995.4,Credit Card,No
7096-ZNBZI,26.45,1914.5,3514.34,0.0,0,1599.84,Credit Card,No
1676-MQAOA,75.1,5336.35,6418.51,0.0,0,1082.16,Bank Withdrawal,Yes
7566-DSRLQ,110.15,7998.8,8994.0,0.0,70,925.2,Bank Withdrawal,Yes
7245-JMTTQ,111.5,5703.25,7936.54,0.0,0,2233.29,Bank Withdrawal,Yes
6050-IJRHS,106.5,7397.0,7812.1,0.0,0,415.1,Bank Withdrawal,Yes
6202-JVYEU,19.9,164.6,200.78,0.0,0,36.18,Bank Withdrawal,Yes
8591-TKMZH,111.1,6555.2,9275.1,0.0,0,2719.9,Credit Card,Yes
0734-OXWBT,70.7,225.65,300.77,0.0,0,75.12,Credit Card,No
0365-TRTPY,91.2,3382.3,3816.31,0.0,0,434.01,Bank Withdrawal,No
7349-ALMUX,65.6,2313.8,3735.71,0.0,0,1421.91,Bank Withdrawal,No
6502-KUGLL,59.45,780.85,1377.81,0.0,0,596.96,Bank Withdrawal,No
1841-YSJGV,109.95,7852.4,10788.56,0.0,0,2936.16,Credit Card,Yes
3511-BFTJW,38.5,2763.0,2763.0,0.0,0,0.0,Credit Card,No
5018-HEKFO,24.5,270.15,440.25,0.0,0,170.1,Credit Card,Yes
2923-ARZLG,19.7,197.54,659.84,0.0,0,462.3,Credit Card,Yes
3976-NLDEZ,20.6,20.6,22.08,0.0,0,1.48,Credit Card,No
2282-YGNOR,58.0,1734.5,2153.84,0.0,0,419.34,Credit Card,No
6854-EXGSF,65.5,573.15,642.99,0.0,0,69.84,Bank Withdrawal,Yes
1241-EZFMJ,25.45,1538.6,2241.93,0.0,0,703.33,Bank Withdrawal,No
5376-PCKNB,104.45,7459.0,8848.28,0.0,130,1259.28,Credit Card,Yes
8044-BGWPI,21.15,306.05,712.85,0.0,0,406.8,Bank Withdrawal,Yes
4060-LDNLU,96.2,639.7,961.21,0.0,0,321.51,Bank Withdrawal,No
3589-PPVKW,44.4,348.15,696.0,0.0,0,347.85,Credit Card,Yes
5887-IKKYO,94.35,5563.65,5854.23,0.0,0,290.58,Bank Withdrawal,No
1755-RMCXH,20.3,40.25,54.79,0.0,0,14.54,Credit Card,No
3858-XHYJO,105.75,4228.55,5116.55,0.0,0,888.0,Bank Withdrawal,No
4299-SIMNS,81.15,784.45,1143.51,0.0,50,309.06,Bank Withdrawal,Yes
7025-IWFHT,89.55,3729.75,5583.77,0.0,0,1854.02,Bank Withdrawal,Yes
6261-LHRTG,54.75,1406.9,2442.74,0.0,0,1035.84,Credit Card,Yes
7841-FCRQD,53.75,1857.3,2367.15,0.0,0,509.85,Credit Card,Yes
2056-EVGZL,105.75,7322.5,7926.34,0.0,0,603.84,Credit Card,No
7753-USQYQ,64.2,3627.3,5148.05,0.0,0,1520.75,Bank Withdrawal,Yes
7661-CPURM,87.7,1725.95,2545.04,0.0,0,819.09,Credit Card,Yes
6233-HXJMX,89.3,4192.15,4814.05,0.0,0,621.9,Credit Card,Yes
5902-WBLSE,20.15,1411.2,3290.7,0.0,0,1879.5,Credit Card,Yes
3239-TPHPZ,20.05,264.55,748.63,0.0,0,484.08,Bank Withdrawal,Yes
5115-GZDEL,67.2,4671.7,4671.7,0.0,0,0.0,Credit Card,No
3338-CVVEH,94.55,1173.55,1340.11,0.0,0,166.56,Bank Withdrawal,No
4393-GEADV,114.75,7842.3,10576.5,0.0,0,2734.2,Credit Card,No
8486-AYEQH,76.05,2227.8,3429.98,0.0,0,1202.18,Bank Withdrawal,Yes
2495-KZNFB,90.65,2989.6,3542.68,0.0,0,553.08,Bank Withdrawal,Yes
4560-WQAQW,68.7,4070.95,5891.83,0.0,150,1670.88,Bank Withdrawal,No
4274-DRSQT,88.9,6000.1,8107.48,0.0,0,2107.38,Bank Withdrawal,Yes
2027-DNKIV,58.75,2203.1,3522.89,0.0,0,1319.79,Credit Card,Yes
2885-HIJDH,86.9,6194.1,8012.25,0.0,0,1818.15,Bank Withdrawal,No
5424-RLQLC,59.65,638.95,743.75,0.0,90,14.8,Credit Card,Yes
6507-DTJZV,66.4,831.75,1224.22,0.0,0,392.47,Credit Card,No
7673-BQGKU,20.15,1337.5,2128.93,0.0,0,791.43,Bank Withdrawal,No
2725-IWWBA,56.9,2560.1,4328.8,0.0,0,1768.7,Credit Card,No
1061-PNTHC,109.6,5953.0,6733.64,0.0,0,780.64,Credit Card,Yes
0394-YONDK,25.15,1790.15,1875.55,0.0,0,85.4,Credit Card,No
6574-MCOEH,79.15,2531.4,3593.87,0.0,20,1042.47,Bank Withdrawal,Yes
7399-QHBJS,66.75,4760.3,6388.94,0.0,0,1628.64,Credit Card,No
0997-YTLNY,48.8,953.65,1030.22,0.0,0,76.57,Credit Card,No
9479-HYNYL,80.7,5705.05,8801.36,0.0,0,3096.31,Credit Card,Yes
9708-KFDBY,20.55,20.55,27.87,0.0,0,7.32,Credit Card,No
3642-GKTCT,115.1,6993.65,7332.2,0.0,0,338.55,Credit Card,Yes
0774-RMNUW,59.7,4122.65,4122.65,0.0,0,0.0,Bank Withdrawal,No
1334-PDUKM,86.45,5762.95,6576.63,0.0,150,663.68,Credit Card,No
0756-MPZRL,33.7,1537.85,1537.85,0.0,0,0.0,Credit Card,No
2242-MFOTG,80.1,2603.3,3451.73,0.0,0,848.43,Bank Withdrawal,No
2927-CVULT,104.05,5566.4,7069.48,0.0,0,1503.08,Bank Withdrawal,Yes
8745-PVESG,41.1,2258.25,2258.25,0.0,0,0.0,Credit Card,Yes
7647-GYYKX,20.35,1092.35,3356.57,0.0,0,2264.22,Bank Withdrawal,Yes
9700-ISPUP,65.5,616.9,875.8,0.0,0,258.9,Bank Withdrawal,Yes
9839-ETQOE,40.45,1912.85,1912.85,0.0,0,0.0,Bank Withdrawal,Yes
9027-TMATR,78.8,3460.3,5092.19,24.9,0,1656.79,Bank Withdrawal,Yes
1941-HOSAM,90.1,90.1,114.43,0.0,0,24.33,Bank Withdrawal,Yes
9110-HSGTV,82.45,5555.3,7315.29,15.38,0,1775.37,Credit Card,Yes
0704-VCUMB,20.25,1278.8,1940.99,5.15,0,667.34,Credit Card,No
6171-ZTVYB,66.25,2907.35,4023.24,6.41,0,1122.3,Bank Withdrawal,No
1935-IMVBB,89.7,4952.95,5123.53,41.66,0,212.24,Credit Card,No
2535-PBCGC,64.55,4504.9,4458.84,46.06,0,0.0,Bank Withdrawal,No
1470-PSXNM,93.65,4520.15,6254.94,33.13,0,1767.92,Bank Withdrawal,Yes
2498-XLDZR,73.6,2316.85,2936.51,12.66,0,632.32,Credit Card,No
5338-YHWYT,61.45,2302.35,4213.19,48.79,110,1849.63,Credit Card,No
7718-UPSKJ,106.4,7251.9,8916.04,3.59,0,1667.73,Credit Card,Yes
8731-WBBMB,81.9,2078.55,2325.67,44.86,0,291.98,Bank Withdrawal,No
1448-CYWKC,105.2,6225.4,8685.15,34.83,0,2494.58,Credit Card,Yes
7901-IIDQV,54.6,1242.25,1394.31,28.42,0,180.48,Bank Withdrawal,No
2690-DVRVK,20.55,99.45,305.5,0.0,0,206.05,Bank Withdrawal,No
1270-XKUCC,19.7,599.25,934.96,49.79,0,385.5,Credit Card,No
0334-ZFJSR,66.05,3462.1,5513.47,44.53,150,1945.9,Credit Card,Yes
5583-EJXRD,54.05,2375.2,2327.75,47.45,0,0.0,Credit Card,Yes
4565-EVZMJ,58.9,2813.05,4051.5,0.0,0,1238.45,Credit Card,Yes
3327-YBAKM,96.9,6314.35,7531.06,13.37,0,1230.08,Credit Card,Yes
9441-QHEVC,19.1,19.1,63.32,0.0,0,44.22,Credit Card,No
6705-LNMDD,50.0,1003.05,1996.44,2.81,0,996.2,Credit Card,No
2580-ASVVY,45.4,1593.1,1548.97,44.13,0,0.0,Bank Withdrawal,No
3370-GQEAL,85.45,2509.95,3258.42,23.13,120,651.6,Bank Withdrawal,No
5032-USPKF,84.1,3187.65,4141.83,0.0,0,954.18,Bank Withdrawal,No
4254-QPEDE,66.25,3330.1,3330.1,0.0,0,0.0,Credit Card,No
6283-GITPX,76.9,5522.7,5860.66,0.0,0,337.96,Credit Card,Yes
0771-CHWSK,74.6,4798.4,7806.02,0.0,0,3007.62,Credit Card,Yes
9788-HNGUT,116.95,8594.4,9881.04,0.0,0,1286.64,Credit Card,Yes
9495-REDIY,40.65,970.55,970.55,0.0,0,0.0,Credit Card,Yes
5375-XLDOF,114.35,7665.8,10295.73,0.0,10,2619.93,Bank Withdrawal,Yes
1172-VIYBP,69.7,3686.05,5166.34,0.0,0,1480.29,Bank Withdrawal,No
6559-PDZLR,98.65,2537.0,3499.0,0.0,0,962.0,Bank Withdrawal,Yes
8992-OBVDG,61.65,1393.6,2230.45,0.0,0,836.85,Credit Card,No
4273-MBHYA,89.35,89.35,94.71,0.0,0,5.36,Bank Withdrawal,Yes
4724-WXVWF,95.4,4445.3,4644.5,0.0,0,199.2,Bank Withdrawal,Yes
5701-GUXDC,35.4,978.6,978.6,0.0,0,0.0,Credit Card,No
1460-UZPRJ,19.95,1258.15,3066.55,0.0,0,1808.4,Credit Card,No
6082-GLJIX,19.25,331.35,895.29,0.0,0,563.94,Credit Card,No
2495-TTHBQ,20.4,84.75,213.35,0.0,0,128.6,Credit Card,Yes
0485-ZBSLN,24.75,1715.1,4087.6,0.0,0,2372.5,Credit Card,No
3810-PJUHR,25.35,1715.15,2447.35,0.0,0,732.2,Credit Card,No
0847-HGRML,20.0,1250.1,2767.86,0.0,0,1517.76,Bank Withdrawal,No
8232-CTLKO,59.75,3996.8,4550.54,0.0,0,553.74,Bank Withdrawal,Yes
9227-YBAXE,82.5,5215.1,5563.85,0.0,40,308.75,Bank Withdrawal,Yes
9860-LISIZ,20.35,673.2,1922.7,0.0,0,1249.5,Credit Card,No
0112-QAWRZ,90.8,1442.2,2221.56,0.0,0,779.36,Bank Withdrawal,Yes
4043-MKDTV,105.25,7291.75,9967.74,0.0,0,2675.99,Bank Withdrawal,Yes
9229-RQABD,23.75,424.5,657.96,0.0,0,233.46,Credit Card,No
8313-KTIHG,61.3,249.4,410.2,0.0,10,150.8,Bank Withdrawal,Yes
5320-BRKGK,75.8,4415.75,4582.21,0.0,0,166.46,Credit Card,No
6284-KMNUF,98.0,5270.6,7370.6,0.0,0,2100.0,Bank Withdrawal,Yes
6229-UOLQL,52.0,2884.9,2884.9,0.0,0,0.0,Credit Card,Yes
3137-LUPIX,64.4,253.0,257.4,0.0,0,4.4,Credit Card,Yes
6143-JQKEA,45.8,436.2,590.7,0.0,0,154.5,Credit Card,Yes
8676-OOQEJ,30.5,118.4,118.4,0.0,0,0.0,Bank Withdrawal,No
9701-CDXHR,69.15,3649.6,6093.36,0.0,110,2333.76,Credit Card,No
8124-NZVGJ,49.25,255.6,255.6,0.0,0,0.0,Credit Card,Yes
2162-FRZAA,39.35,2395.05,2395.05,0.0,0,0.0,Bank Withdrawal,No
5118-MUEYH,105.1,5083.55,6967.55,0.0,0,1884.0,Credit Card,Yes
5627-TVBPP,20.1,644.5,1537.7,0.0,0,893.2,Credit Card,Yes
3936-QQFLL,19.75,39.3,43.24,0.0,0,3.94,Credit Card,No
2589-AYCRP,19.75,989.05,2886.55,0.0,0,1897.5,Bank Withdrawal,No
4067-HLYQI,70.4,2406.1,4097.95,0.0,60,1631.85,Bank Withdrawal,Yes
5124-EOGYE,20.45,638.55,1710.22,0.0,0,1071.67,Credit Card,No
5057-RKGLH,20.35,191.1,468.57,0.0,0,277.47,Credit Card,No
0292-WEGCH,86.2,4524.05,4757.87,0.0,0,233.82,Bank Withdrawal,Yes
8910-ICHIU,95.65,4664.2,6071.8,0.0,0,1407.6,Credit Card,Yes
4097-YODCF,103.8,3470.8,3616.32,0.0,0,145.52,Bank Withdrawal,Yes
9715-WZCLW,97.2,6910.3,9685.69,0.0,0,2775.39,Bank Withdrawal,Yes
9786-YWNHU,63.55,4014.2,4178.54,0.0,90,74.34,Credit Card,No
6407-GSJNL,24.95,1288.0,3549.85,0.0,0,2261.85,Bank Withdrawal,No
4049-ZPALD,99.0,6375.8,8674.68,0.0,0,2298.88,Bank Withdrawal,Yes
6833-JMZYP,94.0,1505.45,1734.65,0.0,0,229.2,Credit Card,Yes
1310-QRITU,50.3,913.3,1603.06,0.0,0,689.76,Bank Withdrawal,Yes
8961-QDZZJ,95.0,5535.8,7940.06,0.0,0,2404.26,Bank Withdrawal,Yes
9715-SBVSU,61.4,815.55,985.91,0.0,20,150.36,Bank Withdrawal,Yes
7929-SKFGK,114.3,8244.3,9761.9,0.0,0,1517.6,Credit Card,No
2300-RQGOI,20.05,741.5,2323.44,0.0,0,1581.94,Credit Card,No
3563-SVYLG,62.65,4375.8,6858.48,0.0,0,2482.68,Credit Card,No
4998-IKFSE,100.45,3096.9,4211.6,0.0,80,1034.7,Bank Withdrawal,No
8630-QSGXK,75.2,3901.25,4410.74,0.0,0,509.49,Bank Withdrawal,Yes
2455-USLMV,84.75,2613.4,3363.91,0.0,0,750.51,Credit Card,Yes
9488-FVZCC,79.5,5661.7,8008.18,0.0,0,2346.48,Bank Withdrawal,Yes
5995-WWKKG,19.8,695.05,1811.34,0.0,0,1116.29,Bank Withdrawal,Yes
7879-CGSFV,100.9,5552.05,7872.5,0.0,0,2320.45,Credit Card,Yes
9921-EZKBY,95.3,3275.15,3617.03,0.0,0,341.88,Bank Withdrawal,Yes
7432-FFVAR,90.95,4236.6,4574.56,0.0,50,287.96,Bank Withdrawal,No
7246-ZGQDF,54.5,54.5,87.71,0.0,0,33.21,Bank Withdrawal,No
4456-RHSNB,49.6,962.9,1103.88,0.0,0,140.98,Bank Withdrawal,Yes
2481-SBOYW,25.0,1498.35,3453.4,0.0,0,1955.05,Credit Card,Yes
7109-MFBYV,45.45,1233.15,1988.97,0.0,0,755.82,Bank Withdrawal,No
1833-TCXKK,107.75,4882.8,6224.25,0.0,0,1341.45,Bank Withdrawal,Yes
1832-PEUTS,89.1,5411.65,7752.15,0.0,0,2340.5,Credit Card,Yes
8660-BUETV,44.75,148.05,262.72,0.0,10,104.67,Credit Card,No
0580-PIQHM,101.6,3930.55,4534.48,0.0,0,603.93,Bank Withdrawal,Yes
5696-CEIQJ,103.15,6895.5,7783.92,0.0,0,888.42,Bank Withdrawal,No
1696-HXOWK,95.65,6856.95,7227.57,0.0,0,370.62,Credit Card,No
3026-ATZYV,75.1,2658.8,2700.24,0.0,0,41.44,Bank Withdrawal,No
4012-YCFAI,61.35,3766.2,5099.4,0.0,0,1333.2,Credit Card,Yes
9970-QBCDA,19.7,129.55,315.67,0.0,0,186.12,Credit Card,No
9496-IVVRP,51.0,581.7,1134.94,0.0,60,493.24,Bank Withdrawal,No
2657-VPXTA,88.85,929.45,1257.05,0.0,0,327.6,Bank Withdrawal,Yes
6551-VLJMV,20.05,679.0,829.28,0.0,0,150.28,Credit Card,No
1221-GHZEP,65.1,3846.75,5283.91,0.0,0,1437.16,Credit Card,Yes
9289-LBQVU,70.15,4480.7,6588.22,0.0,0,2107.52,Credit Card,Yes
3458-IDMFK,20.75,499.4,1233.9,0.0,0,734.5,Credit Card,Yes
6933-FHBZC,56.05,1553.2,2482.7,0.0,0,929.5,Credit Card,Yes
0221-NAUXK,19.95,219.5,298.1,0.0,0,78.6,Bank Withdrawal,Yes
9770-KXGQU,98.6,5311.85,6869.52,0.0,0,1557.67,Credit Card,No
6538-POCHL,79.0,2576.8,3158.59,0.0,0,581.79,Credit Card,Yes
3002-WQZWT,74.2,1993.25,2468.27,0.0,0,475.02,Bank Withdrawal,Yes
4277-UDIEF,81.0,1923.85,3020.17,0.0,0,1096.32,Bank Withdrawal,No
1208-NBVFH,49.6,939.8,1203.4,0.0,0,263.6,Bank Withdrawal,Yes
4912-PIGUY,84.6,84.6,91.94,0.0,0,7.34,Bank Withdrawal,Yes
2725-TTRIQ,84.2,5986.55,8711.03,0.0,0,2724.48,Bank Withdrawal,Yes
